process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
Learning & Memory,octo,b1,male,aehplus,grip,Objects Recalled,139,0.365,0.148,0.014,0.07491999999999999,0.65508,0.558,0.28,0.046,0.009199999999999986,1.1068000000000002,0.009,0.093,0.927,-0.17328,0.19128
Learning & Memory,octo,b1,female,aehplus,grip,Objects Recognized,273,-0.081,0.101,0.422,-0.27896,0.11696,-0.152,0.334,0.65,-0.80664,0.50264,0.166,0.061,0.006,0.04644000000000001,0.28556000000000004
Learning & Memory,octo,b1,male,aehplus,grip,Objects Recognized,139,0.086,0.162,0.597,-0.23152000000000003,0.40352,-0.342,0.395,0.386,-1.1162,0.4322,0.029,0.051,0.574,-0.07096,0.12896
Learning & Memory,octo,b1,female,aehplus,grip,Prose Immediate,273,0.143,0.08,0.076,-0.013800000000000007,0.29979999999999996,0.371,0.35,0.288,-0.31499999999999995,1.057,0.059,0.065,0.363,-0.06840000000000002,0.1864
Learning & Memory,octo,b1,male,aehplus,grip,Prose Immediate,139,0.352,0.106,0.001,0.14423999999999998,0.55976,-0.38,2.594,0.884,-5.464239999999999,4.7042399999999995,0.138,0.098,0.157,-0.05407999999999999,0.33008000000000004
Learning & Memory,elsa,b1,female,aehplus,grip,Word List Delayed,3393,0.128,0.034,0.0,0.06136,0.19464,-0.008,0.663,0.99,-1.30748,1.29148,0.022,0.022,0.313,-0.02112,0.06512
Learning & Memory,elsa,b1,male,aehplus,grip,Word List Delayed,3045,0.04,0.036,0.269,-0.030559999999999997,0.11055999999999999,-0.51,0.404,0.207,-1.3018399999999999,0.28184,0.028,0.023,0.223,-0.017079999999999994,0.07307999999999999
Learning & Memory,hrs,b1,female,aehplus,grip,Word List Delayed,4612,0.093,0.028,0.001,0.03812,0.14788,0.043,0.406,0.916,-0.75276,0.8387600000000001,0.047,0.019,0.012,0.009760000000000005,0.08424
Learning & Memory,hrs,b1,male,aehplus,grip,Word List Delayed,3290,0.15,0.033,0.0,0.085319999999999993,0.21467999999999998,0.279,0.347,0.421,-0.4011199999999999,0.95912,0.028,0.023,0.223,-0.017079999999999994,0.07307999999999999
Learning & Memory,map,b1,female,aehplus,grip,Word List Delayed,935,0.168,0.042,0.0,0.08568,0.25032,0.464,0.259,0.074,-0.04363999999999996,0.9716400000000001,0.004,0.027,0.884,-0.048920000000000005,0.05692
Learning & Memory,map,b1,male,aehplus,grip,Word List Delayed,321,-0.025,0.073,0.735,-0.16807999999999998,0.11807999999999999,-0.118,0.421,0.779,-0.94316,0.70716,-0.016,0.042,0.706,-0.09832,0.06632
Learning & Memory,eas,b1,female,aehplus,grip,Word List Immediate,363,0.105,0.186,0.575,-0.25956,0.46956,-0.092,0.599,0.878,-1.26604,1.08204,0.12,0.089,0.177,-0.05443999999999999,0.29444
Learning & Memory,eas,b1,male,aehplus,grip,Word List Immediate,222,-0.258,0.312,0.408,-0.86952,0.35351999999999995,0.388,0.615,0.528,-0.8174,1.5934,0.074,0.122,0.543,-0.16512,0.31312
Learning & Memory,elsa,b1,female,aehplus,grip,Word List Immediate,3391,0.116,0.039,0.003,0.03956000000000001,0.19244,-0.029,0.29,0.92,-0.5973999999999999,0.5393999999999999,0.015,0.023,0.521,-0.030079999999999996,0.060079999999999995
Learning & Memory,elsa,b1,male,aehplus,grip,Word List Immediate,3043,0.021,0.038,0.577,-0.053479999999999986,0.09548,-0.44,0.34,0.196,-1.1064,0.2264,0.059,0.024,0.013,0.011959999999999998,0.10604
Learning & Memory,hrs,b1,female,aehplus,grip,Word List Immediate,4612,0.144,0.029,0.0,0.08715999999999999,0.20084,0.318,0.511,0.534,-0.68356,1.31956,0.028,0.019,0.135,-0.009239999999999995,0.06523999999999999
Learning & Memory,hrs,b1,male,aehplus,grip,Word List Immediate,3290,0.139,0.034,0.0,0.07236000000000001,0.20564000000000002,0.078,0.396,0.845,-0.6981600000000001,0.85416,0.057,0.022,0.011,0.013880000000000003,0.10012
Learning & Memory,lasa,b1,female,aehplus,grip,Word List Immediate,782,0.113,0.069,0.101,-0.022239999999999996,0.24824000000000002,0.227,2.087,0.914,-3.8635200000000007,4.317520000000001,0.119,0.026,0.0,0.06803999999999999,0.16996
Learning & Memory,lasa,b1,male,aehplus,grip,Word List Immediate,800,0.074,0.064,0.249,-0.05144,0.19944,0.164,0.795,0.836,-1.3942,1.7222,0.137,0.031,0.0,0.07624,0.19776000000000002
Learning & Memory,map,b1,female,aehplus,grip,Word List Immediate,935,0.169,0.042,0.0,0.08668000000000001,0.25132,0.534,0.205,0.009,0.13220000000000004,0.9358,0.019,0.029,0.513,-0.03784,0.07584
Learning & Memory,map,b1,male,aehplus,grip,Word List Immediate,321,-0.007,0.083,0.934,-0.16968000000000003,0.15568,-0.341,0.385,0.376,-1.0956000000000001,0.4136,0.068,0.048,0.16,-0.026079999999999992,0.16208
Learning & Memory,map,b1,female,aehplus,grip,Word Recognition,935,0.149,0.04,0.0,0.0706,0.2274,0.448,1.5,0.765,-2.492,3.388,-0.017,0.025,0.496,-0.066,0.032
Learning & Memory,map,b1,male,aehplus,grip,Word Recognition,321,0.06,0.068,0.375,-0.07328000000000001,0.19328,0.112,0.213,0.598,-0.30548,0.52948,-0.018,0.057,0.756,-0.12972,0.09372
Mental Status,eas,b1,female,aehplus,grip,Calculated MMSE,363,0.225,0.204,0.271,-0.17483999999999997,0.62484,-0.391,1.058,0.712,-2.46468,1.68268,-0.003,0.103,0.977,-0.20487999999999998,0.19887999999999997
Mental Status,eas,b1,male,aehplus,grip,Calculated MMSE,222,-0.016,0.503,0.975,-1.0018799999999999,0.96988,-0.326,2.084,0.876,-4.41064,3.75864,0.086,0.127,0.499,-0.16292,0.33492
Mental Status,map,b1,female,aehplus,grip,Ideas,935,0.054,0.06,0.368,-0.06359999999999999,0.1716,0.155,0.263,0.555,-0.36048,0.6704800000000001,0.014,0.028,0.626,-0.04088,0.06888
Mental Status,map,b1,male,aehplus,grip,Ideas,321,0.159,0.046,0.001,0.06884000000000001,0.24916,0.101,0.155,0.514,-0.2028,0.40480000000000005,-0.046,0.03,0.127,-0.1048,0.012799999999999999
Mental Status,map,b1,female,aehplus,grip,MMSE,935,0.033,0.059,0.572,-0.08263999999999999,0.14864,0.554,0.229,0.015,0.10516000000000003,1.00284,0.021,0.027,0.431,-0.031920000000000004,0.07392
Mental Status,map,b1,male,aehplus,grip,MMSE,321,0.172,0.07,0.014,0.03479999999999997,0.30920000000000003,0.691,0.233,0.003,0.23431999999999992,1.14768,0.001,0.052,0.979,-0.10092,0.10292
Mental Status,nuage,b1,female,aehplus,grip,MMSE,934,0.044,0.05,0.379,-0.054000000000000006,0.14200000000000002,0.277,0.162,0.087,-0.04052,0.59452,0.022,0.023,0.341,-0.023079999999999996,0.06708
Mental Status,nuage,b1,female,aehplus,grip,MMSE,934,0.08,0.062,0.198,-0.04152,0.20152,0.16,0.327,0.624,-0.48092,0.8009200000000001,-0.002,0.024,0.92,-0.04904,0.04504
Mental Status,nuage,b1,male,aehplus,grip,MMSE,847,0.13,0.048,0.007,0.03592000000000001,0.22408,0.28,0.215,0.193,-0.14139999999999997,0.7014,-0.035,0.023,0.132,-0.08008,0.010079999999999992
Mental Status,nuage,b1,male,aehplus,grip,MMSE,847,0.182,0.058,0.002,0.06831999999999999,0.29568,0.299,0.251,0.234,-0.19296000000000002,0.79096,0.003,0.027,0.924,-0.04992,0.055920000000000004
Mental Status,octo,b1,female,aehplus,grip,MMSE,276,0.193,0.101,0.057,-0.004959999999999992,0.39096,0.669,0.18,0.0,0.31620000000000004,1.0218,0.065,0.072,0.363,-0.07612,0.20612
Mental Status,octo,b1,male,aehplus,grip,MMSE,139,0.258,0.172,0.135,-0.07911999999999997,0.59512,0.299,0.423,0.479,-0.5300799999999999,1.12808,0.14,0.096,0.144,-0.04815999999999998,0.32816
Mental Status,octo,b1,female,aehplus,grip,MMSE,276,0.044,0.11,0.688,-0.17159999999999997,0.2596,0.765,0.144,0.0,0.48276,1.04724,0.161,0.074,0.029,0.015960000000000002,0.30604
Mental Status,octo,b1,male,aehplus,grip,MMSE,140,0.318,0.179,0.075,-0.03283999999999998,0.66884,-0.111,0.343,0.747,-0.78328,0.56128,0.152,0.08,0.056,-0.004799999999999999,0.30879999999999996
Mental Status,satsa,b1,female,aehplus,grip,MMSE,411,0.056,0.192,0.771,-0.32032,0.43232,0.293,0.279,0.294,-0.25384,0.8398399999999999,0.131,0.037,0.0,0.058480000000000004,0.20352
Mental Status,satsa,b1,male,aehplus,grip,MMSE,299,0.267,0.129,0.038,0.014160000000000006,0.5198400000000001,0.335,0.303,0.268,-0.25887999999999994,0.9288799999999999,0.129,0.048,0.008,0.03492000000000001,0.22308
Perceptual Reasoning,eas,b1,female,aehplus,grip,Block Design,351,0.182,0.152,0.231,-0.11591999999999997,0.47991999999999996,0.553,0.281,0.049,0.0022400000000000198,1.10376,0.025,0.098,0.802,-0.16708,0.21708
Perceptual Reasoning,eas,b1,male,aehplus,grip,Block Design,210,0.083,0.287,0.773,-0.4795199999999999,0.6455199999999999,0.64,1.237,0.605,-1.78452,3.0645200000000004,0.004,0.118,0.976,-0.22727999999999998,0.23528
Perceptual Reasoning,octo,b1,female,aehplus,grip,Block Design,275,0.302,0.079,0.0,0.14715999999999999,0.45684,0.759,0.273,0.005,0.22392,1.2940800000000001,0.048,0.053,0.367,-0.05588,0.15188000000000001
Perceptual Reasoning,octo,b1,male,aehplus,grip,Block Design,139,0.302,0.083,0.0,0.13931999999999997,0.46468,-0.253,1.087,0.816,-2.38352,1.8775199999999996,0.138,0.064,0.032,0.012560000000000016,0.26344
Perceptual Reasoning,satsa,b1,female,aehplus,grip,Block Design,409,0.223,0.088,0.011,0.05052000000000001,0.39548,0.149,0.357,0.677,-0.55072,0.84872,0.135,0.039,0.0,0.058560000000000015,0.21144000000000002
Perceptual Reasoning,satsa,b1,male,aehplus,grip,Block Design,298,0.402,0.09,0.0,0.22560000000000002,0.5784,0.792,0.445,0.075,-0.08019999999999994,1.6642000000000001,0.137,0.047,0.003,0.04488000000000002,0.22912
Perceptual Reasoning,satsa,b1,female,aehplus,grip,Card Rotation,409,0.139,0.1,0.168,-0.056999999999999995,0.335,0.314,0.686,0.648,-1.03056,1.65856,0.1,0.04,0.013,0.021600000000000008,0.1784
Perceptual Reasoning,satsa,b1,male,aehplus,grip,Card Rotation,299,0.358,0.093,0.0,0.17572,0.54028,-0.131,0.546,0.81,-1.20116,0.93916,0.097,0.05,0.052,-0.0010000000000000009,0.195
Perceptual Reasoning,octo,b1,female,aehplus,grip,Figure Logic,274,0.295,0.09,0.001,0.11859999999999998,0.4714,0.596,0.286,0.037,0.03544000000000003,1.1565599999999998,0.06,0.051,0.24,-0.039959999999999996,0.15996
Perceptual Reasoning,octo,b1,male,aehplus,grip,Figure Logic,138,0.571,0.154,0.0,0.26915999999999995,0.87284,0.741,1.782,0.677,-2.7517199999999997,4.23372,-0.052,0.066,0.433,-0.18136,0.07736000000000001
Perceptual Reasoning,ilse,b1,female,aehplus,grip,IPSS Spatial Ability,225,0.007,0.1,0.943,-0.189,0.203,0.374,0.786,0.635,-1.16656,1.9145599999999998,-0.008,0.086,0.924,-0.17656,0.16055999999999998
Perceptual Reasoning,ilse,b1,male,aehplus,grip,IPSS Spatial Ability,252,0.184,0.098,0.06,-0.008080000000000004,0.37607999999999997,0.413,0.33,0.211,-0.23380000000000006,1.0598,-0.043,0.07,0.544,-0.18020000000000003,0.09420000000000002
Perceptual Reasoning,map,b1,female,aehplus,grip,Line Orientation,934,0.108,0.051,0.035,0.008040000000000005,0.20795999999999998,0.739,1.127,0.512,-1.4699200000000001,2.94792,0.027,0.026,0.295,-0.02396,0.07796
Perceptual Reasoning,map,b1,male,aehplus,grip,Line Orientation,321,0.056,0.067,0.407,-0.07532,0.18732,-0.176,0.422,0.678,-1.00312,0.6511199999999999,-0.026,0.049,0.6,-0.12204,0.07004
Perceptual Reasoning,ilse,b1,female,aehplus,grip,Picture Comletion,225,0.037,0.12,0.757,-0.1982,0.2722,0.26,0.477,0.586,-0.67492,1.19492,0.011,0.082,0.897,-0.14972,0.17172
Perceptual Reasoning,ilse,b1,male,aehplus,grip,Picture Comletion,252,0.224,0.117,0.055,-0.005319999999999991,0.45332,0.43,0.482,0.372,-0.5147200000000001,1.37472,0.158,0.093,0.089,-0.024279999999999996,0.34028
Perceptual Reasoning,lasa,b1,female,aehplus,grip,Progressive Matrices,782,0.03,0.068,0.659,-0.10328000000000001,0.16328,0.321,1.657,0.847,-2.92672,3.5687200000000003,0.011,0.029,0.699,-0.045840000000000006,0.06784
Perceptual Reasoning,lasa,b1,male,aehplus,grip,Progressive Matrices,800,0.167,0.054,0.002,0.061160000000000006,0.27284,0.926,0.692,0.181,-0.4303199999999999,2.28232,0.075,0.033,0.024,0.010319999999999996,0.13968
Perceptual Reasoning,map,b1,female,aehplus,grip,Progressive Matrices,920,0.102,0.054,0.058,-0.00384000000000001,0.20784,0.304,0.271,0.262,-0.22716000000000008,0.8351600000000001,-0.012,0.031,0.692,-0.07276,0.04876
Perceptual Reasoning,map,b1,male,aehplus,grip,Progressive Matrices,308,0.059,0.078,0.446,-0.09387999999999999,0.21187999999999999,0.753,0.122,0.0,0.51388,0.99212,-0.02,0.054,0.711,-0.12584,0.08584
Processing Speed,lasa,b1,female,aehplus,grip,Coding,782,0.032,0.059,0.589,-0.08363999999999999,0.14764,0.398,0.931,0.669,-1.4267600000000003,2.22276,0.076,0.027,0.005,0.023079999999999996,0.12892
Processing Speed,lasa,b1,male,aehplus,grip,Coding,800,0.101,0.051,0.047,0.0010400000000000131,0.20096,0.612,0.406,0.132,-0.18376000000000003,1.4077600000000001,0.087,0.034,0.011,0.02035999999999999,0.15364
Processing Speed,map,b1,female,aehplus,grip,Number Comparison,934,0.035,0.045,0.43,-0.0532,0.1232,-0.038,0.239,0.875,-0.50644,0.43044,0.032,0.026,0.222,-0.018959999999999998,0.08296
Processing Speed,map,b1,male,aehplus,grip,Number Comparison,321,0.037,0.068,0.583,-0.09628,0.17028000000000001,-0.211,0.348,0.545,-0.8930799999999999,0.47107999999999994,0.032,0.044,0.466,-0.05424,0.11824
Processing Speed,octo,b1,female,aehplus,grip,Perceptual Speed,271,0.231,0.135,0.086,-0.03359999999999999,0.49560000000000004,0.489,1.812,0.787,-3.06252,4.04052,0.079,0.075,0.297,-0.06799999999999999,0.22599999999999998
Processing Speed,octo,b1,male,aehplus,grip,Perceptual Speed,138,0.114,0.166,0.495,-0.21136000000000005,0.43936000000000003,-0.08,0.635,0.9,-1.3246,1.1645999999999999,0.122,0.123,0.322,-0.11907999999999999,0.36307999999999996
Processing Speed,eas,b1,female,aehplus,grip,Symbol,363,0.282,0.124,0.023,0.03895999999999997,0.52504,0.841,0.203,0.0,0.44311999999999996,1.23888,-0.041,0.081,0.613,-0.19976000000000002,0.11776
Processing Speed,eas,b1,male,aehplus,grip,Symbol,221,-0.108,0.289,0.707,-0.6744399999999999,0.45843999999999996,0.925,0.504,0.066,-0.0628399999999999,1.91284,0.021,0.125,0.868,-0.224,0.266
Processing Speed,ilse,b1,female,aehplus,grip,Symbol,225,-0.247,0.094,0.009,-0.43123999999999996,-0.06276000000000001,0.211,0.299,0.479,-0.37504000000000004,0.79704,-0.013,0.075,0.864,-0.16,0.13399999999999998
Processing Speed,ilse,b1,male,aehplus,grip,Symbol,252,-0.08,0.096,0.406,-0.26816,0.10815999999999999,-0.068,0.356,0.848,-0.76576,0.6297599999999999,0.065,0.078,0.404,-0.08787999999999999,0.21788
Processing Speed,map,b1,female,aehplus,grip,Symbol,934,0.086,0.045,0.057,-0.0022000000000000075,0.1742,0.064,0.22,0.77,-0.36719999999999997,0.4952,-0.009,0.027,0.737,-0.06192,0.04392
Processing Speed,map,b1,male,aehplus,grip,Symbol,321,0.129,0.071,0.072,-0.010159999999999975,0.26815999999999995,0.489,0.322,0.129,-0.14212000000000002,1.12012,-0.009,0.044,0.832,-0.09523999999999999,0.07724
Processing Speed,octo,b1,female,aehplus,grip,Symbol,272,0.176,0.084,0.036,0.011359999999999981,0.34064,0.166,0.302,0.581,-0.42591999999999997,0.75792,0.121,0.052,0.02,0.01908,0.22292
Processing Speed,octo,b1,male,aehplus,grip,Symbol,138,0.238,0.1,0.017,0.04199999999999998,0.434,-0.077,0.466,0.869,-0.99036,0.8363600000000001,0.148,0.076,0.053,-9.599999999999886e-4,0.29696
Processing Speed,satsa,b1,female,aehplus,grip,Symbol,409,0.263,0.09,0.004,0.08660000000000001,0.4394,0.463,0.236,0.05,4.4000000000005146e-4,0.9255599999999999,0.102,0.04,0.011,0.023599999999999996,0.1804
Processing Speed,satsa,b1,male,aehplus,grip,Symbol,299,0.318,0.09,0.0,0.1416,0.4944,0.044,0.437,0.919,-0.8125199999999999,0.90052,0.159,0.049,0.001,0.06296,0.25504
Verbal Ability,satsa,b1,female,aehplus,grip,Analogies,409,0.009,0.104,0.93,-0.19483999999999999,0.21284,0.413,0.309,0.182,-0.19263999999999998,1.01864,0.116,0.04,0.003,0.03760000000000001,0.19440000000000002
Verbal Ability,satsa,b1,male,aehplus,grip,Analogies,299,0.126,0.114,0.267,-0.09744,0.34944,0.689,0.53,0.193,-0.3498,1.7277999999999998,0.169,0.048,0.0,0.07492000000000001,0.26308
Verbal Ability,eas,b1,female,aehplus,grip,Boston Naming Test,363,0.165,0.147,0.262,-0.12311999999999998,0.45311999999999997,-0.434,0.816,0.595,-2.03336,1.16536,0.064,0.073,0.375,-0.07907999999999998,0.20708
Verbal Ability,eas,b1,male,aehplus,grip,Boston Naming Test,222,-0.112,0.385,0.771,-0.8666,0.6426000000000001,-0.184,1.822,0.919,-3.7551200000000002,3.38712,-0.056,0.12,0.642,-0.2912,0.1792
Verbal Ability,map,b1,female,aehplus,grip,Boston Naming Test,934,0.088,0.044,0.048,0.0017599999999999977,0.17424,0.022,0.199,0.912,-0.36804,0.41204,-0.011,0.028,0.696,-0.06588,0.04388
Verbal Ability,map,b1,male,aehplus,grip,Boston Naming Test,321,0.193,0.053,0.0,0.08912,0.29688000000000003,0.726,0.181,0.0,0.37124,1.08076,0.034,0.043,0.421,-0.05027999999999999,0.11828
Verbal Ability,eas,b1,female,aehplus,grip,Categories,363,0.083,0.143,0.562,-0.19727999999999996,0.36328,0.211,0.383,0.582,-0.53968,0.96168,-0.063,0.074,0.397,-0.20804,0.08204
Verbal Ability,eas,b1,male,aehplus,grip,Categories,222,0.068,0.263,0.795,-0.44748000000000004,0.58348,0.873,0.551,0.113,-0.20696000000000003,1.95296,-0.116,0.128,0.366,-0.36688,0.13488
Verbal Ability,map,b1,female,aehplus,grip,Categories,935,0.093,0.042,0.027,0.010679999999999995,0.17532,0.228,0.192,0.235,-0.14831999999999998,0.60432,0.061,0.028,0.027,0.0061200000000000004,0.11588
Verbal Ability,map,b1,male,aehplus,grip,Categories,321,0.013,0.072,0.857,-0.12811999999999998,0.15412,0.254,0.279,0.364,-0.29284,0.80084,-0.035,0.048,0.462,-0.12908,0.059079999999999994
Verbal Ability,eas,b1,female,aehplus,grip,FAS,360,0.217,0.139,0.118,-0.05544000000000002,0.48944,0.141,0.35,0.686,-0.5449999999999999,0.827,0.016,0.089,0.86,-0.15843999999999997,0.19044
Verbal Ability,eas,b1,male,aehplus,grip,FAS,222,-0.036,0.189,0.847,-0.40643999999999997,0.33444,0.664,1.207,0.582,-1.70172,3.02972,-0.079,0.119,0.509,-0.31223999999999996,0.15424
