"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:50 PM","b1_female_aeh_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""","./studies/hrs/physical-cognitive/b1_female_aeh_walking_mental_gait_serial7.out","hrs","b1","female","aeh","gait","serial7",370,5,NA,28,-4234.896,8525.793,8635.371,8546.536,8530.55546334311,TRUE,TRUE,NA,0,0.031,0.203,0.151,0.88,0,0.003,0.078,0.938,0.006,0.031,0.189,0.85,-0.005,0.017,-0.284,0.776,0.019,0.014,1.358,0.175,0.003,0.007,0.387,0.699,0,0.001,0.079,0.937,0,0.001,-0.224,0.823,0.723,0.033,21.734,0,1.802,0.148,12.164,0,0.045,0.004,10.393,0,-0.111,0.02,-5.561,0,0.723,0.033,21.734,0,0.761,0.022,34.369,0,-0.028,0.006,-4.289,0,2.334,0.177,13.188,0,-0.073,0.026,-2.775,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.179,0,-0.001,0.001,-1.192,0.233,-0.012,0.011,-1.131,0.258,-0.01,0.002,-5.457,0,0.015,0.004,4.289,0,0.001,0.001,1.503,0.133,0.224,0.024,9.412,0,-0.009,0.004,-2.088,0.037,0.166,0.197,0.843,0.399,-0.026,0.049,-0.525,0.599,0.859,1.253,0.685,0.493,0.173,0.178,0.974,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:51 PM","b1_female_aeh_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""","./studies/hrs/physical-cognitive/b1_female_aeh_walking_mental_gait_tics.out","hrs","b1","female","aeh","gait","tics",370,5,NA,28,-2959.3,5974.601,6084.179,5995.344,5979.36346334311,TRUE,TRUE,NA,0,0.012,0.048,0.258,0.796,0.002,0.001,1.364,0.173,-0.001,0.014,-0.064,0.949,0.003,0.002,1.506,0.132,0.009,0.008,1.085,0.278,0.001,0.004,0.181,0.856,0,0.001,0.145,0.885,0,0.001,-0.05,0.96,0.364,0.025,14.652,0,0.531,0.101,5.259,0,0.037,0.01,3.61,0,0.007,0.015,0.51,0.61,0.364,0.025,14.652,0,0.76,0.022,34.58,0,-0.028,0.005,-5.36,0,9.019,0.13,69.178,0,-0.072,0.025,-2.875,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.69,0,-0.001,0,-2.719,0.007,-0.027,0.007,-3.765,0,-0.01,0.003,-4.026,0,0.015,0.004,4.275,0,0.002,0.001,2.066,0.039,0.119,0.022,5.377,0,0,0.005,0.081,0.935,0.182,0.194,0.937,0.349,-0.039,0.05,-0.781,0.435,0.267,0.843,0.316,0.752,0.037,0.206,0.178,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","11/12/2015","10:35 AM","b1_female_aehplus_muscle_mental_hand_tics.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""","./studies/hrs/physical-cognitive/b1_female_aehplus_muscle_mental_hand_tics.out","hrs","b1","female","aehplus","hand","tics",641,5,NA,41,-11071.513,22225.026,22408.011,22277.838,22230.7755826377,TRUE,TRUE,NA,0,2.482,1.403,1.769,0.077,0.102,0.058,1.763,0.078,-0.399,0.238,-1.675,0.094,-0.394,0.302,-1.303,0.192,-0.4,0.462,-0.866,0.386,102.025,52.103,1.958,0.05,3.516,2.11,1.667,0.096,-18.892,11.443,-1.651,0.099,57.629,23.671,2.435,0.015,2.326,0.94,2.476,0.013,0.118,0.023,5.116,0,-0.149,0.136,-1.094,0.274,1.786,0.197,9.079,0,23.66,0.889,26.617,0,-0.274,0.184,-1.491,0.136,8.022,0.282,28.475,0,-0.078,0.049,-1.593,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288,0.071,-4.043,0,0.002,0.017,0.129,0.898,0.053,0.016,3.254,0.001,0.009,0.003,3.039,0.002,0.219,0.183,1.192,0.233,-0.053,0.039,-1.365,0.172,0.15,0.03,4.956,0,-0.017,0.006,-2.759,0.006,9.909,6.118,1.62,0.105,1.834,1.262,1.454,0.146,0.889,1.271,0.7,0.484,0.19,0.268,0.71,0.478,-2.007,1.074,-1.869,0.062,0.122,0.227,0.539,0.59,1.052,0.365,2.886,0.004,-0.229,0.079,-2.898,0.004,-1.768,0.736,-2.402,0.016,-0.032,0.159,-0.201,0.841,-0.328,0.212,-1.549,0.121,-0.028,0.047,-0.601,0.548,-1.167,0.704,-1.658,0.097,0.054,0.15,0.36,0.719,0.111,0.218,0.508,0.612,0.059,0.045,1.307,0.191
"Mplus VERSION 7.11","0.1","11/12/2015","10:36 AM","b1_female_aehplus_pulmonary_mental_peak_tics.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""","./studies/hrs/physical-cognitive/b1_female_aehplus_pulmonary_mental_peak_tics.out","hrs","b1","female","aehplus","peak","tics",715,5,NA,41,-15945.016,31972.033,32159.497,32029.311,31977.150384844,TRUE,TRUE,NA,0,10.301,6.601,1.561,0.119,0.327,0.195,1.676,0.094,-1.759,1.161,-1.516,0.13,0.459,0.838,0.547,0.584,-1.12,2.171,-0.516,0.606,3541.306,272.121,13.014,0,9.332,9.845,0.948,0.343,-14.056,37.711,-0.373,0.709,1842.732,147.594,12.485,0,1.861,0.762,2.441,0.015,0.105,0.02,5.349,0,-0.072,0.113,-0.636,0.525,1.849,0.191,9.674,0,256.954,6.161,41.704,0,-2.339,1.285,-1.82,0.069,8.078,0.25,32.361,0,-0.124,0.045,-2.748,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.83,0.244,-15.727,0,-0.26,0.047,-5.489,0,0.045,0.015,3.068,0.002,0.009,0.003,3.356,0.001,4.29,0.901,4.76,0,-0.047,0.19,-0.247,0.805,0.151,0.027,5.699,0,-0.011,0.006,-1.974,0.048,100.886,45.824,2.202,0.028,4.717,7.135,0.661,0.509,0.849,1.119,0.759,0.448,0.109,0.253,0.432,0.666,-47.121,8.795,-5.358,0,0.7,1.684,0.415,0.678,0.818,0.321,2.544,0.011,-0.221,0.073,-3.003,0.003,-9.679,6.634,-1.459,0.145,-0.578,1.259,-0.459,0.646,-0.281,0.189,-1.486,0.137,-0.002,0.042,-0.052,0.958,7.462,7.001,1.066,0.286,-1.255,1.26,-0.997,0.319,0.007,0.193,0.036,0.971,0.052,0.04,1.299,0.194
"Mplus VERSION 7.11","0.1","11/12/2015","10:36 AM","b1_female_aehplus_walking_memory_gait_delayedrecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""","./studies/hrs/physical-cognitive/b1_female_aehplus_walking_memory_gait_delayedrecall.out","hrs","b1","female","aehplus","gait","delayedrecall",370,5,NA,41,-2833.577,5749.154,5909.608,5779.529,5759.654,TRUE,TRUE,NA,0,0.027,0.02,1.385,0.166,0,0.001,0.628,0.53,-0.003,0.004,-0.77,0.441,0.002,0.005,0.396,0.692,0.015,0.011,1.443,0.149,0.024,0.004,6.232,0,0,0,0.737,0.461,-0.001,0.001,-0.822,0.411,0.027,0.003,9.255,0,1.363,0.237,5.76,0,0.007,0.006,1.176,0.24,-0.003,0.032,-0.104,0.917,1.845,0.123,15.025,0,0.791,0.025,31.936,0,-0.029,0.005,-5.755,0,3.944,0.19,20.767,0,-0.005,0.031,-0.164,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.756,0,-0.001,0,-2.946,0.003,-0.086,0.011,-7.674,0,-0.007,0.002,-3.177,0.001,0.014,0.004,3.913,0,0.001,0.001,1.894,0.058,0.138,0.027,5.082,0,-0.01,0.005,-2.17,0.03,0.165,0.19,0.868,0.385,-0.039,0.044,-0.882,0.378,-0.228,1.251,-0.182,0.856,0.129,0.178,0.725,0.468,-0.042,0.039,-1.071,0.284,0.003,0.009,0.376,0.707,0.589,0.49,1.204,0.229,-0.241,0.067,-3.589,0,-0.035,0.024,-1.44,0.15,0.001,0.005,0.199,0.843,-0.239,0.189,-1.267,0.205,-0.016,0.034,-0.465,0.642,-0.06,0.026,-2.279,0.023,0,0.006,-0.011,0.991,-0.38,0.211,-1.805,0.071,-0.007,0.036,-0.199,0.842
"Mplus VERSION 7.11","0.1","11/12/2015","10:37 AM","b1_female_aehplus_walking_memory_gait_immediaterecall.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""","./studies/hrs/physical-cognitive/b1_female_aehplus_walking_memory_gait_immediaterecall.out","hrs","b1","female","aehplus","gait","immediaterecall",370,5,NA,41,-2513.155,5108.311,5268.764,5138.685,5118.811,TRUE,TRUE,NA,0,0.036,0.015,2.452,0.014,0,0.001,0.766,0.443,-0.002,0.003,-0.701,0.483,-0.002,0.004,-0.48,0.631,0.004,0.008,0.53,0.596,0.025,0.004,6.252,0,0,0,0.99,0.322,-0.001,0.001,-1.081,0.28,0.027,0.003,9.326,0,0.785,0.152,5.158,0,0.003,0.005,0.526,0.599,0.012,0.022,0.56,0.576,1.254,0.07,17.917,0,0.791,0.025,31.97,0,-0.029,0.005,-5.703,0,5.116,0.157,32.677,0,-0.057,0.027,-2.15,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.75,0,-0.001,0,-2.88,0.004,-0.064,0.009,-7.166,0,-0.007,0.002,-4.205,0,0.014,0.004,3.896,0,0.002,0.001,1.911,0.056,0.118,0.021,5.555,0,-0.003,0.004,-0.755,0.45,0.166,0.19,0.87,0.384,-0.04,0.045,-0.898,0.369,0.078,0.976,0.08,0.936,0.221,0.138,1.597,0.11,-0.041,0.039,-1.062,0.288,0.002,0.009,0.268,0.789,0.399,0.26,1.533,0.125,-0.195,0.065,-3.02,0.003,-0.034,0.024,-1.426,0.154,0.001,0.005,0.125,0.901,-0.209,0.14,-1.492,0.136,-0.011,0.025,-0.436,0.663,-0.06,0.026,-2.297,0.022,0,0.006,-0.013,0.989,-0.238,0.165,-1.441,0.149,0.008,0.026,0.324,0.746
"Mplus VERSION 7.11","0.1","11/12/2015","10:37 AM","b1_female_aehplus_walking_mental_gait_serial7.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""","./studies/hrs/physical-cognitive/b1_female_aehplus_walking_mental_gait_serial7.out","hrs","b1","female","aehplus","gait","serial7",370,5,NA,41,-3172.017,6426.033,6586.487,6456.408,6436.533,TRUE,TRUE,NA,0,0.022,0.017,1.281,0.2,0,0.001,0.519,0.604,0.007,0.003,2.753,0.006,-0.003,0.004,-0.693,0.488,0.013,0.01,1.342,0.18,0.024,0.004,6.135,0,0,0,0.681,0.496,-0.001,0.001,-0.697,0.486,0.027,0.003,9.18,0,1.421,0.154,9.21,0,0.028,0.005,6.214,0,-0.047,0.02,-2.327,0.02,1.314,0.071,18.405,0,0.792,0.025,32.086,0,-0.029,0.005,-5.664,0,2.262,0.194,11.675,0,-0.035,0.029,-1.21,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.727,0,-0.001,0,-3.015,0.003,-0.008,0.011,-0.733,0.464,-0.01,0.002,-5.625,0,0.014,0.004,3.947,0,0.001,0.001,1.593,0.111,0.226,0.024,9.47,0,-0.01,0.004,-2.371,0.018,0.159,0.191,0.831,0.406,-0.033,0.045,-0.721,0.471,1.061,1.265,0.838,0.402,0.168,0.177,0.95,0.342,-0.037,0.039,-0.942,0.346,-0.002,0.009,-0.26,0.795,0.643,0.363,1.77,0.077,-0.149,0.084,-1.768,0.077,-0.033,0.024,-1.372,0.17,-0.001,0.005,-0.15,0.881,-0.141,0.175,-0.809,0.419,-0.042,0.03,-1.401,0.161,-0.06,0.026,-2.308,0.021,0,0.006,0.017,0.986,0.261,0.181,1.446,0.148,-0.056,0.036,-1.547,0.122
"Mplus VERSION 7.11","0.1","11/12/2015","10:38 AM","b1_female_aehplus_walking_mental_gait_tics.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""","./studies/hrs/physical-cognitive/b1_female_aehplus_walking_mental_gait_tics.out","hrs","b1","female","aehplus","gait","tics",370,5,NA,41,-2194.695,4471.39,4631.844,4501.765,4481.89,TRUE,TRUE,NA,0,0.015,0.01,1.474,0.14,0.001,0.001,1.531,0.126,0,0.003,-0.19,0.85,0.004,0.003,1.395,0.163,0.003,0.006,0.388,0.698,0.025,0.004,6.274,0,0,0,1.015,0.31,-0.001,0.001,-0.999,0.318,0.027,0.003,9.173,0,0.293,0.1,2.929,0.003,0.016,0.006,2.57,0.01,0.052,0.016,3.266,0.001,0.746,0.062,12.087,0,0.793,0.025,32.213,0,-0.03,0.005,-5.986,0,9.004,0.141,63.671,0,-0.069,0.025,-2.769,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.637,0,-0.001,0,-3.298,0.001,-0.029,0.007,-3.951,0,-0.009,0.002,-4.114,0,0.014,0.004,3.871,0,0.002,0.001,2.175,0.03,0.121,0.022,5.437,0,-0.001,0.004,-0.218,0.828,0.165,0.19,0.87,0.384,-0.038,0.045,-0.85,0.395,0.259,0.853,0.304,0.761,0.072,0.186,0.388,0.698,-0.042,0.039,-1.079,0.281,0.004,0.009,0.412,0.681,-0.167,0.237,-0.704,0.482,0.084,0.057,1.471,0.141,-0.034,0.024,-1.401,0.161,0,0.005,-0.009,0.993,-0.004,0.107,-0.04,0.968,-0.01,0.025,-0.377,0.706,-0.061,0.026,-2.326,0.02,0.001,0.006,0.19,0.849,0.064,0.112,0.572,0.567,0.002,0.027,0.091,0.928
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:18 PM","b1_female_age_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""","./studies/hrs/physical-cognitive/b1_female_age_muscle_memory_hand_delayedrecall.out","hrs","b1","female","age","hand","delayedrecall",641,5,NA,20,-13872.491,27784.982,27874.243,27810.744,27786.3368387097,TRUE,TRUE,NA,0,1.35,1.71,0.789,0.43,0.023,0.172,0.134,0.894,-0.118,0.308,-0.381,0.703,-0.092,0.569,-0.162,0.871,0.107,0.078,1.37,0.171,133.5,64.618,2.066,0.039,5.013,2.532,1.979,0.048,-24.472,13.226,-1.85,0.064,16.464,6.855,2.402,0.016,0.073,1.751,0.042,0.967,0.001,0.068,0.009,0.992,-0.003,0.663,-0.004,0.997,16.464,6.855,2.402,0.016,24.144,0.461,52.391,0,-0.507,0.085,-5.946,0,4.43,0.069,64.574,0,-0.063,0.032,-1.98,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.056,-5.511,0,0.001,0.012,0.087,0.931,-0.075,0.006,-12.691,0,-0.004,0.003,-1.332,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:19 PM","b1_female_age_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""","./studies/hrs/physical-cognitive/b1_female_age_muscle_memory_hand_immediaterecall.out","hrs","b1","female","age","hand","immediaterecall",641,5,NA,20,-13793.714,27627.429,27716.689,27653.19,27628.7838387097,TRUE,TRUE,NA,0,1.292,3.15,0.41,0.682,0.02,0.151,0.132,0.895,-0.093,0.501,-0.186,0.852,-0.119,0.835,-0.142,0.887,0.095,0.085,1.119,0.263,134.078,64.872,2.067,0.039,5.054,2.561,1.973,0.048,-24.581,13.283,-1.851,0.064,15.637,6.373,2.454,0.014,0.049,0.823,0.06,0.952,0.001,0.095,0.006,0.995,-0.002,0.207,-0.01,0.992,15.637,6.373,2.454,0.014,24.143,0.459,52.63,0,-0.507,0.082,-6.174,0,5.568,0.054,103.599,0,-0.078,0.01,-7.904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.056,-5.505,0,0.001,0.012,0.082,0.934,-0.056,0.005,-12.123,0,-0.004,0.001,-4.439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:20 PM","b1_female_age_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""","./studies/hrs/physical-cognitive/b1_female_age_muscle_mental_hand_serial7.out","hrs","b1","female","age","hand","serial7",641,5,NA,20,-14755.86,29551.72,29640.98,29577.482,29553.0748387097,TRUE,TRUE,NA,0,0.896,1.808,0.495,0.62,-0.035,0.137,-0.258,0.796,0.216,0.424,0.51,0.61,-0.049,0.597,-0.082,0.935,0.008,0.096,0.086,0.932,134.49,64.899,2.072,0.038,5.078,2.552,1.99,0.047,-24.642,13.266,-1.858,0.063,15.009,6.262,2.397,0.017,0.044,0.556,0.078,0.938,0.001,0.116,0.007,0.995,0.001,0.113,0.007,0.995,15.009,6.262,2.397,0.017,24.153,0.47,51.402,0,-0.519,0.102,-5.069,0,3.54,0.065,54.601,0,-0.153,0.01,-15.983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.056,-5.527,0,0,0.012,0.033,0.974,-0.013,0.005,-2.375,0.018,-0.008,0.001,-10.432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:21 PM","b1_female_age_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""","./studies/hrs/physical-cognitive/b1_female_age_muscle_mental_hand_tics.out","hrs","b1","female","age","hand","tics",641,5,NA,20,-12581.625,25203.249,25292.51,25229.011,25204.6038387097,TRUE,TRUE,NA,0,1.67,0.287,5.812,0,0.071,0.132,0.54,0.589,-0.296,0.309,-0.957,0.339,-0.273,0.763,-0.359,0.72,0.291,0.351,0.828,0.408,130.604,63.456,2.058,0.04,4.801,2.456,1.955,0.051,-23.918,13.009,-1.839,0.066,20.582,8.545,2.409,0.016,0.045,0.888,0.051,0.959,0.002,0.173,0.014,0.989,-0.006,0.292,-0.02,0.984,20.582,8.545,2.409,0.016,24.139,0.459,52.643,0,-0.503,0.083,-6.037,0,9.145,0.138,66.296,0,-0.162,0.02,-7.969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.057,-5.481,0,0.001,0.013,0.07,0.944,-0.009,0.017,-0.502,0.616,0.022,0.003,6.576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:22 PM","b1_female_age_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""","./studies/hrs/physical-cognitive/b1_female_age_pulmonary_memory_peak_delayedrecall.out","hrs","b1","female","age","peak","delayedrecall",715,5,NA,20,-23566.538,47173.077,47264.522,47201.017,47174.2873746398,TRUE,TRUE,NA,0,23.852,2160.11,0.011,0.991,0.227,37.512,0.006,0.995,-0.035,672.432,0,1,0.553,171.086,0.003,0.997,0.625,0.446,1.403,0.161,5191.399,288.087,18.02,0,186.073,27.726,6.711,0,-309.619,53.252,-5.814,0,271.832,21.596,12.587,0,0.282,19.477,0.014,0.988,0.007,0.297,0.025,0.98,-0.023,3.143,-0.007,0.994,271.832,21.596,12.587,0,274.847,2.756,99.733,0,-2.667,0.588,-4.535,0,4.377,0.807,5.423,0,-0.076,0.538,-0.142,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.819,0.233,-16.398,0,-0.251,0.052,-4.809,0,-0.077,0.068,-1.127,0.26,-0.004,0.043,-0.088,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
