"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:11 AM","b1_male_aeh_pulmonary_global_fev1_mmse.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aeh_pulmonary_global_fev1_mmse.out","nas","b1","male","aeh","fev1","mmse",1132,6,NA,38,-23828.061,47732.121,47923.327,47802.628,47734.8328023788,TRUE,TRUE,NA,0,0.974,0.3,3.249,0.001,-0.001,0.002,-0.698,0.485,-0.057,0.034,-1.665,0.096,0.021,0.021,1.011,0.312,-0.046,0.062,-0.748,0.455,24.649,1.327,18.569,0,0.035,0.006,5.939,0,0.003,0.063,0.049,0.961,2.279,0.139,16.389,0,0.71,0.261,2.72,0.007,0.001,0.002,0.476,0.634,0.02,0.021,0.946,0.344,2.155,0.143,15.045,0,-25.504,4.152,-6.143,0,0.048,0.263,0.181,0.857,24.326,1.506,16.152,0,-0.017,0.169,-0.1,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.239,0.021,-11.239,0,-0.003,0.002,-1.696,0.09,-0.07,0.01,-7.265,0,-0.002,0.001,-1.63,0.103,0.139,0.061,2.269,0.023,0.008,0.004,1.976,0.048,0.116,0.023,5.054,0,0.001,0.003,0.553,0.58,0.289,0.024,11.886,0,-0.002,0.002,-1.204,0.229,0.015,0.009,1.734,0.083,0,0.001,-0.299,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:12 AM","b1_male_aeh_pulmonary_memory_fev1_delayedrecall.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aeh_pulmonary_memory_fev1_delayedrecall.out","nas","b1","male","aeh","fev1","delayedrecall",1132,6,NA,38,-23360.829,46797.657,46988.863,46868.164,46800.3688023788,TRUE,TRUE,NA,0,0.489,0.329,1.484,0.138,0,0.002,-0.079,0.937,0.023,0.037,0.639,0.523,-0.002,0.022,-0.074,0.941,0.039,0.054,0.724,0.469,24.677,1.327,18.601,0,0.035,0.006,5.922,0,-0.004,0.063,-0.063,0.95,2.279,0.139,16.359,0,1.985,0.173,11.456,0,0.007,0.002,4.212,0,-0.001,0.013,-0.098,0.922,1.349,0.06,22.639,0,-25.474,4.157,-6.128,0,0.054,0.262,0.208,0.836,2.55,1.722,1.481,0.139,0.064,0.183,0.349,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238,0.021,-11.211,0,-0.003,0.002,-1.564,0.118,-0.078,0.009,-8.598,0,-0.003,0.001,-3.395,0.001,0.139,0.061,2.271,0.023,0.008,0.004,1.906,0.057,0.106,0.025,4.272,0,-0.001,0.003,-0.291,0.771,0.289,0.024,11.863,0,-0.002,0.002,-1.213,0.225,0.017,0.01,1.74,0.082,-0.001,0.001,-0.845,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:12 AM","b1_male_aeh_pulmonary_memory_fev1_immediaterecall.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aeh_pulmonary_memory_fev1_immediaterecall.out","nas","b1","male","aeh","fev1","immediaterecall",1132,6,NA,38,-25351.636,50779.272,50970.478,50849.779,50781.9838023788,TRUE,TRUE,NA,0,1.218,0.65,1.873,0.061,0.004,0.003,1.117,0.264,0.033,0.068,0.475,0.635,-0.04,0.041,-0.968,0.333,-0.13,0.107,-1.214,0.225,24.677,1.327,18.594,0,0.035,0.006,5.924,0,-0.004,0.063,-0.07,0.944,2.278,0.139,16.392,0,6.843,0.642,10.657,0,0.012,0.007,1.726,0.084,0.01,0.054,0.183,0.855,6.187,0.358,17.277,0,-25.424,4.154,-6.12,0,0.051,0.262,0.194,0.846,11.552,3.333,3.466,0.001,0.235,0.326,0.721,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238,0.021,-11.173,0,-0.003,0.002,-1.647,0.1,-0.162,0.018,-9.052,0,-0.007,0.002,-3.267,0.001,0.137,0.061,2.246,0.025,0.008,0.004,1.935,0.053,0.245,0.048,5.111,0,0.002,0.006,0.341,0.733,0.289,0.024,11.863,0,-0.002,0.002,-1.209,0.227,0.033,0.019,1.691,0.091,-0.002,0.002,-1.292,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:12 AM","b1_male_aeh_pulmonary_verbalfluency_fev1_animals.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aeh_pulmonary_verbalfluency_fev1_animals.out","nas","b1","male","aeh","fev1","animals",1132,5,NA,38,-25685.639,51447.278,51638.484,51517.785,51449.9898023788,TRUE,TRUE,NA,0,-1.018,0.845,-1.205,0.228,0,0.005,0.009,0.993,0.081,0.09,0.901,0.368,0.001,0.053,0.014,0.989,0.142,0.145,0.982,0.326,24.682,1.327,18.603,0,0.037,0.006,6.07,0,-0.011,0.064,-0.172,0.864,2.267,0.144,15.755,0,12.328,1.164,10.59,0,0.022,0.01,2.124,0.034,-0.097,0.097,-0.998,0.318,10.435,0.456,22.897,0,-25.378,4.165,-6.093,0,0.05,0.268,0.185,0.853,6.578,4.395,1.497,0.134,0.186,0.441,0.421,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238,0.021,-11.168,0,-0.003,0.002,-1.587,0.112,-0.146,0.025,-5.949,0,-0.008,0.003,-3.083,0.002,0.14,0.061,2.281,0.023,0.007,0.004,1.768,0.077,0.335,0.061,5.464,0,-0.006,0.006,-0.964,0.335,0.289,0.024,11.811,0,-0.002,0.002,-1.153,0.249,0.056,0.026,2.178,0.029,-0.002,0.003,-0.678,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:12 AM","b1_male_aeh_pulmonary_workingmemory_fev1_digitbackwardspan.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aeh_pulmonary_workingmemory_fev1_digitbackwardspan.out","nas","b1","male","aeh","fev1","digitbackwardspan",1132,6,NA,38,-22385.279,44846.558,45037.765,44917.066,44849.2698023788,TRUE,TRUE,NA,0,0.143,0.258,0.554,0.579,0.002,0.001,1.518,0.129,-0.006,0.025,-0.239,0.811,0,0.015,0.004,0.997,0.047,0.043,1.08,0.28,24.69,1.329,18.576,0,0.035,0.006,5.937,0,-0.004,0.063,-0.07,0.944,2.279,0.139,16.38,0,0.938,0.104,8.98,0,0,0.001,0.57,0.569,-0.01,0.008,-1.344,0.179,0.942,0.04,23.635,0,-25.581,4.15,-6.164,0,0.064,0.261,0.244,0.807,2.325,1.288,1.805,0.071,-0.051,0.115,-0.447,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238,0.021,-11.202,0,-0.003,0.002,-1.57,0.117,-0.017,0.007,-2.554,0.011,-0.001,0.001,-1.731,0.083,0.137,0.061,2.246,0.025,0.008,0.004,1.935,0.053,0.09,0.018,5.094,0,-0.002,0.002,-1.466,0.143,0.29,0.024,11.913,0,-0.002,0.002,-1.256,0.209,0.012,0.007,1.618,0.106,0,0.001,0.297,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015"," 1:12 AM","b1_male_aeh_pulmonary_workingmemory_fev1_digitbackwardtotal.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aeh_pulmonary_workingmemory_fev1_digitbackwardtotal.out","nas","b1","male","aeh","fev1","digitbackwardtotal",1132,6,NA,38,-23703.274,47482.548,47673.754,47553.055,47485.2598023788,TRUE,TRUE,NA,0,0.159,0.427,0.372,0.71,0.001,0.002,0.585,0.559,-0.001,0.039,-0.015,0.988,0.023,0.027,0.849,0.396,0.084,0.066,1.27,0.204,24.679,1.328,18.58,0,0.035,0.006,5.943,0,-0.005,0.063,-0.072,0.942,2.279,0.139,16.387,0,2.9,0.269,10.769,0,0.002,0.002,0.91,0.363,-0.043,0.02,-2.125,0.034,2.26,0.098,23.002,0,-25.567,4.15,-6.161,0,0.062,0.262,0.236,0.813,0.015,2.047,0.007,0.994,-0.029,0.176,-0.167,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238,0.021,-11.204,0,-0.003,0.002,-1.566,0.117,-0.037,0.011,-3.395,0.001,-0.001,0.001,-1.299,0.194,0.137,0.061,2.242,0.025,0.008,0.004,1.948,0.051,0.164,0.029,5.644,0,-0.004,0.002,-1.61,0.107,0.29,0.024,11.909,0,-0.002,0.002,-1.247,0.213,0.022,0.012,1.835,0.067,0,0.001,0.008,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.31","0.1","06/27/2015","12:06 AM","b1_male_aehplus_pulmonary_fluidreasoning_fev1_figurecopy.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aehplus_pulmonary_fluidreasoning_fev1_figurecopy.out","nas","b1","male","aehplus","fev1","figurecopy",1131,6,NA,54,-26660.18,53428.36,53700.027,53528.507,53433.8804460967,TRUE,TRUE,NA,0,3.131,0.971,3.226,0.001,0.01,0.006,1.679,0.093,-0.092,0.099,-0.929,0.353,-0.064,0.062,-1.027,0.304,-0.598,0.196,-3.053,0.002,22.856,1.24,18.425,0,0.034,0.006,6.079,0,-0.027,0.062,-0.441,0.659,2.27,0.138,16.509,0,12.848,1.421,9.039,0,0.011,0.014,0.787,0.431,0.069,0.126,0.549,0.583,17.845,0.66,27.054,0,-24.123,4.026,-5.992,0,0.084,0.261,0.322,0.747,8.754,4.868,1.798,0.072,-0.05,0.483,-0.104,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247,0.021,-11.778,0,-0.003,0.002,-1.585,0.113,-0.149,0.026,-5.783,0,-0.004,0.003,-1.168,0.243,0.107,0.06,1.785,0.074,0.007,0.004,1.7,0.089,0.315,0.065,4.805,0,-0.008,0.007,-1.06,0.289,0.294,0.024,12.424,0,-0.002,0.002,-1.232,0.218,0.03,0.029,1.049,0.294,-0.001,0.003,-0.247,0.805,-1.784,0.327,-5.461,0,0.005,0.022,0.208,0.835,-0.724,0.411,-1.761,0.078,-0.007,0.045,-0.158,0.874,-1.077,0.346,-3.112,0.002,-0.037,0.025,-1.485,0.138,-0.997,0.427,-2.332,0.02,0.137,0.048,2.844,0.004,-0.91,0.555,-1.641,0.101,-0.082,0.051,-1.587,0.113,-0.022,0.685,-0.032,0.974,-0.13,0.082,-1.583,0.113
"Mplus VERSION 7.31","0.1","06/27/2015","12:17 AM","b1_male_aehplus_pulmonary_fluidreasoning_fev1_patterncomparison.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aehplus_pulmonary_fluidreasoning_fev1_patterncomparison.out","nas","b1","male","aehplus","fev1","patterncomparison",1131,4,NA,54,-21014.233,42136.466,42408.132,42236.612,42141.9864460967,TRUE,TRUE,NA,0,-0.034,0.278,-0.122,0.903,-0.003,0.002,-1.166,0.243,-0.039,0.037,-1.043,0.297,-0.001,0.019,-0.051,0.959,0.037,0.048,0.779,0.436,22.907,1.246,18.391,0,0.038,0.007,5.429,0,-0.033,0.069,-0.48,0.631,2.131,0.159,13.422,0,0.931,0.18,5.165,0,0.002,0.003,0.771,0.441,0.044,0.018,2.482,0.013,0.968,0.087,11.073,0,-23.975,4.045,-5.927,0,0.087,0.29,0.299,0.765,8.57,1.387,6.178,0,-0.047,0.208,-0.224,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.246,0.021,-11.71,0,-0.003,0.002,-1.628,0.104,0.073,0.008,8.756,0,0.003,0.001,2.403,0.016,0.104,0.06,1.727,0.084,0.007,0.004,1.729,0.084,-0.045,0.02,-2.286,0.022,-0.002,0.003,-0.622,0.534,0.294,0.024,12.355,0,-0.002,0.002,-1.204,0.229,-0.015,0.008,-1.801,0.072,0.001,0.001,0.579,0.562,-1.813,0.33,-5.492,0,0.011,0.025,0.436,0.663,0.025,0.126,0.195,0.846,0.005,0.019,0.287,0.774,-1.123,0.346,-3.247,0.001,-0.028,0.027,-1.04,0.298,-0.014,0.115,-0.125,0.901,0.022,0.018,1.246,0.213,-1.028,0.543,-1.892,0.058,-0.045,0.054,-0.846,0.398,-0.237,0.184,-1.29,0.197,0.094,0.043,2.165,0.03
"Mplus VERSION 7.31","0.1","06/27/2015","12:16 AM","b1_male_aehplus_pulmonary_global_fev1_mmse.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aehplus_pulmonary_global_fev1_mmse.out","nas","b1","male","aehplus","fev1","mmse",1131,6,NA,54,-23735.494,47578.987,47850.653,47679.134,47584.5074460967,TRUE,TRUE,NA,0,0.703,0.283,2.484,0.013,-0.001,0.002,-0.338,0.736,-0.034,0.034,-1.002,0.316,0.01,0.02,0.486,0.627,-0.049,0.061,-0.806,0.42,22.859,1.24,18.433,0,0.033,0.006,6.074,0,-0.025,0.062,-0.41,0.682,2.277,0.139,16.4,0,0.698,0.26,2.681,0.007,0.002,0.002,0.985,0.325,0.011,0.022,0.482,0.629,2.11,0.139,15.219,0,-24.101,4.027,-5.984,0,0.082,0.261,0.314,0.753,24.872,1.483,16.777,0,-0.031,0.171,-0.182,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.248,0.021,-11.801,0,-0.002,0.002,-1.569,0.117,-0.065,0.009,-7.142,0,-0.002,0.001,-1.549,0.121,0.109,0.06,1.81,0.07,0.007,0.004,1.716,0.086,0.113,0.023,4.949,0,0.002,0.003,0.692,0.489,0.294,0.024,12.41,0,-0.002,0.002,-1.222,0.222,0.013,0.008,1.531,0.126,0,0.001,-0.377,0.706,-1.796,0.327,-5.496,0,0.004,0.022,0.193,0.847,0.08,0.127,0.631,0.528,0.021,0.016,1.304,0.192,-1.06,0.347,-3.057,0.002,-0.042,0.026,-1.643,0.1,-0.428,0.143,-2.996,0.003,0.016,0.017,0.919,0.358,-0.881,0.554,-1.589,0.112,-0.086,0.051,-1.673,0.094,-0.589,0.235,-2.505,0.012,0.037,0.027,1.388,0.165
"Mplus VERSION 7.31","0.1","06/27/2015","12:17 AM","b1_male_aehplus_pulmonary_memory_fev1_delayedrecall.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aehplus_pulmonary_memory_fev1_delayedrecall.out","nas","b1","male","aehplus","fev1","delayedrecall",1131,6,NA,54,-23290.973,46689.946,46961.613,46790.093,46695.4664460967,TRUE,TRUE,NA,0,0.536,0.311,1.722,0.085,0,0.002,-0.207,0.836,0.009,0.035,0.251,0.802,-0.001,0.022,-0.038,0.97,0.036,0.054,0.664,0.507,22.882,1.24,18.458,0,0.033,0.006,6.058,0,-0.029,0.062,-0.467,0.641,2.277,0.139,16.376,0,1.962,0.174,11.29,0,0.007,0.002,4.059,0,0.001,0.013,0.109,0.913,1.35,0.06,22.661,0,-24.089,4.032,-5.975,0,0.084,0.261,0.322,0.747,2.594,1.722,1.506,0.132,0.05,0.182,0.273,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.248,0.021,-11.802,0,-0.002,0.002,-1.502,0.133,-0.076,0.009,-8.137,0,-0.003,0.001,-3.257,0.001,0.109,0.06,1.813,0.07,0.007,0.004,1.662,0.097,0.108,0.025,4.346,0,-0.001,0.003,-0.415,0.678,0.294,0.024,12.393,0,-0.002,0.002,-1.221,0.222,0.016,0.01,1.628,0.104,-0.001,0.001,-0.619,0.536,-1.788,0.327,-5.469,0,0.004,0.022,0.19,0.849,0.222,0.146,1.527,0.127,-0.031,0.014,-2.183,0.029,-1.063,0.347,-3.065,0.002,-0.04,0.025,-1.608,0.108,0.044,0.148,0.299,0.765,-0.014,0.016,-0.901,0.368,-0.893,0.555,-1.609,0.108,-0.085,0.051,-1.651,0.099,-0.156,0.191,-0.82,0.412,-0.021,0.024,-0.846,0.398
"Mplus VERSION 7.31","0.1","06/27/2015","12:18 AM","b1_male_aehplus_pulmonary_memory_fev1_immediaterecall.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aehplus_pulmonary_memory_fev1_immediaterecall.out","nas","b1","male","aehplus","fev1","immediaterecall",1131,6,NA,54,-25280.299,50668.599,50940.265,50768.746,50674.1194460967,TRUE,TRUE,NA,0,1.242,0.619,2.007,0.045,0.003,0.003,0.955,0.34,0.019,0.064,0.303,0.762,-0.036,0.041,-0.881,0.378,-0.131,0.107,-1.223,0.221,22.881,1.24,18.452,0,0.034,0.006,6.063,0,-0.029,0.062,-0.472,0.637,2.276,0.139,16.407,0,6.774,0.639,10.605,0,0.012,0.007,1.688,0.091,0.015,0.054,0.277,0.782,6.167,0.357,17.293,0,-24.037,4.03,-5.965,0,0.081,0.26,0.31,0.756,11.636,3.309,3.516,0,0.228,0.324,0.703,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247,0.021,-11.762,0,-0.003,0.002,-1.582,0.114,-0.161,0.018,-8.837,0,-0.006,0.002,-2.919,0.004,0.107,0.06,1.792,0.073,0.007,0.004,1.694,0.09,0.248,0.048,5.174,0,0.001,0.006,0.233,0.816,0.294,0.024,12.391,0,-0.002,0.002,-1.217,0.223,0.031,0.019,1.616,0.106,-0.002,0.002,-1.187,0.235,-1.789,0.327,-5.474,0,0.004,0.022,0.195,0.846,0.246,0.287,0.859,0.391,-0.014,0.029,-0.463,0.643,-1.059,0.347,-3.053,0.002,-0.041,0.025,-1.622,0.105,0.199,0.284,0.7,0.484,-0.057,0.029,-1.973,0.049,-0.899,0.556,-1.615,0.106,-0.084,0.052,-1.623,0.105,0.23,0.415,0.553,0.58,-0.02,0.047,-0.431,0.667
"Mplus VERSION 7.31","0.1","06/27/2015","12:18 AM","b1_male_aehplus_pulmonary_verbalfluency_fev1_animals.out","C:\Users\Lewina\SkyDrive\IALSA\M+\NAS_wide_20150626.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/nas/physical-cognitive/b1_male_aehplus_pulmonary_verbalfluency_fev1_animals.out","nas","b1","male","aehplus","fev1","animals",1131,5,NA,54,-25616.041,51340.082,51611.748,51440.228,51345.6024460967,TRUE,TRUE,NA,0,-1.01,0.813,-1.242,0.214,-0.001,0.005,-0.138,0.89,0.068,0.087,0.783,0.434,-0.002,0.053,-0.031,0.975,0.148,0.144,1.026,0.305,22.904,1.241,18.463,0,0.036,0.006,6.205,0,-0.038,0.063,-0.604,0.546,2.265,0.144,15.769,0,12.282,1.164,10.556,0,0.022,0.01,2.095,0.036,-0.102,0.098,-1.045,0.296,10.438,0.456,22.907,0,-23.999,4.042,-5.937,0,0.077,0.267,0.289,0.773,6.823,4.381,1.557,0.119,0.181,0.44,0.411,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247,0.021,-11.75,0,-0.003,0.002,-1.568,0.117,-0.141,0.025,-5.696,0,-0.008,0.003,-2.895,0.004,0.11,0.06,1.825,0.068,0.006,0.004,1.508,0.131,0.339,0.062,5.5,0,-0.007,0.006,-1.088,0.277,0.293,0.024,12.325,0,-0.002,0.002,-1.126,0.26,0.053,0.026,2.079,0.038,-0.002,0.003,-0.604,0.546,-1.761,0.328,-5.368,0,-0.003,0.023,-0.12,0.905,0.343,0.382,0.9,0.368,-0.013,0.037,-0.348,0.728,-1.078,0.347,-3.105,0.002,-0.039,0.026,-1.522,0.128,-0.148,0.37,-0.401,0.689,-0.038,0.04,-0.933,0.351,-0.873,0.555,-1.575,0.115,-0.089,0.052,-1.722,0.085,0.188,0.559,0.336,0.737,-0.055,0.063,-0.87,0.384
