"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:19 AM","b1_male_a_fev_logimemim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-logimemim/b1_male_a_fev_logimemim.out","map","b1","male","a","fev","logimemim",349,4,NA,21,-3759.752,7561.504,7642.461,7575.841,7564.32968807339,TRUE,TRUE,NA,0,0.37,0.129,2.856,0.004,0,0.006,0.022,0.982,-0.009,0.039,-0.226,0.821,-0.009,0.022,-0.393,0.695,-0.009,0.024,-0.366,0.714,0.313,0.027,11.515,0,0.001,0.001,1.001,0.317,-0.007,0.004,-1.627,0.104,0.046,0.006,8.322,0,9.516,1.046,9.094,0,0.108,0.088,1.225,0.221,0.067,0.22,0.303,0.762,6.516,0.366,17.823,0,2.396,0.056,43.157,0,-0.036,0.011,-3.317,0.001,11.847,0.355,33.402,0,0.202,0.082,2.451,0.014,0.214,0.071,2.997,0.003,0.011,0.514,0.022,0.982,-0.016,0.044,-0.367,0.714,-0.027,0.004,-6.121,0,-0.002,0.001,-1.933,0.053,-0.127,0.03,-4.2,0,-0.001,0.008,-0.063,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:19 AM","b1_male_ae_fev_logimemim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-logimemim/b1_male_ae_fev_logimemim.out","map","b1","male","ae","fev","logimemim",349,4,NA,25,-3736.638,7523.276,7619.653,7540.344,7527.30076780186,TRUE,TRUE,NA,0,0.226,0.118,1.921,0.055,0,0.006,0.045,0.964,-0.009,0.038,-0.248,0.804,-0.005,0.022,-0.212,0.832,-0.009,0.024,-0.369,0.712,0.295,0.026,11.325,0,0.001,0.001,1.001,0.317,-0.007,0.004,-1.566,0.117,0.046,0.006,8.335,0,8.363,0.934,8.951,0,0.107,0.088,1.213,0.225,0.061,0.216,0.28,0.779,6.524,0.366,17.845,0,2.082,0.089,23.475,0,-0.026,0.015,-1.792,0.073,9.381,0.634,14.796,0,0.202,0.163,1.239,0.215,0.144,0.074,1.952,0.051,0.023,0.521,0.045,0.964,-0.016,0.044,-0.37,0.711,-0.027,0.004,-6.644,0,-0.002,0.001,-1.923,0.054,-0.131,0.028,-4.629,0,-0.001,0.008,-0.143,0.886,0.038,0.009,4.382,0,-0.001,0.002,-0.697,0.486,0.296,0.06,4.954,0,0.001,0.018,0.065,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:19 AM","b1_male_aeh_fev_logimemim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-logimemim/b1_male_aeh_fev_logimemim.out","map","b1","male","aeh","fev","logimemim",344,4,NA,29,-3696.959,7451.919,7563.297,7471.302,7457.46040127389,TRUE,TRUE,NA,0,0.143,0.111,1.292,0.196,0,0.006,-0.004,0.997,-0.002,0.037,-0.066,0.947,-0.003,0.022,-0.135,0.893,-0.008,0.024,-0.317,0.751,0.277,0.025,11.17,0,0.001,0.001,1.053,0.292,-0.008,0.004,-1.944,0.052,0.046,0.006,8.3,0,8.147,0.927,8.785,0,0.101,0.088,1.148,0.251,0.093,0.213,0.436,0.663,6.5,0.365,17.8,0,2.11,0.089,23.829,0,-0.024,0.015,-1.553,0.12,9.419,0.634,14.847,0,0.22,0.161,1.365,0.172,0.095,0.073,1.298,0.194,-0.002,0.517,-0.004,0.997,-0.014,0.044,-0.317,0.751,-0.026,0.004,-6.416,0,-0.002,0.001,-2.026,0.043,-0.126,0.029,-4.357,0,-0.001,0.008,-0.14,0.888,0.03,0.009,3.287,0.001,-0.002,0.002,-0.874,0.382,0.282,0.061,4.639,0,-0.001,0.018,-0.046,0.963,1.706,0.408,4.185,0,0.097,0.113,0.859,0.391,4.072,2.946,1.382,0.167,-0.108,0.79,-0.136,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:19 AM","b1_male_aehplus_fev_logimemim.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-logimemim/b1_male_aehplus_fev_logimemim.out","map","b1","male","aehplus","fev","logimemim",321,4,NA,41,-3438.243,6958.487,7113.116,6983.07,6970.83108602151,TRUE,TRUE,NA,0,0.161,0.11,1.474,0.14,0.001,0.006,0.12,0.905,-0.014,0.036,-0.379,0.705,-0.004,0.023,-0.193,0.847,-0.007,0.024,-0.278,0.781,0.266,0.025,10.778,0,0.001,0.001,0.686,0.493,-0.007,0.004,-1.83,0.067,0.047,0.006,8.08,0,8.314,0.978,8.505,0,0.04,0.086,0.468,0.64,0.127,0.215,0.592,0.554,6.496,0.384,16.907,0,2.349,0.116,20.261,0,-0.06,0.022,-2.708,0.007,9.239,0.786,11.755,0,0.242,0.201,1.2,0.23,0.109,0.073,1.481,0.139,0.121,1.046,0.116,0.908,-0.012,0.044,-0.278,0.781,-0.026,0.004,-6.161,0,-0.001,0.001,-0.971,0.332,-0.131,0.03,-4.31,0,-0.003,0.008,-0.367,0.714,0.023,0.01,2.311,0.021,-0.001,0.002,-0.518,0.604,0.281,0.067,4.206,0,-0.001,0.019,-0.052,0.958,2.019,0.422,4.785,0,0.05,0.119,0.422,0.673,3.839,2.937,1.307,0.191,0.113,0.761,0.148,0.882,-0.185,0.066,-2.797,0.005,0.056,0.014,3.963,0,0.062,0.407,0.153,0.879,0.022,0.12,0.18,0.858,-0.112,0.081,-1.395,0.163,-0.025,0.016,-1.591,0.112,0.605,0.478,1.265,0.206,0.043,0.146,0.293,0.77,-0.195,0.082,-2.36,0.018,0.015,0.015,1.024,0.306,0.544,0.447,1.217,0.224,-0.148,0.136,-1.083,0.279
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:20 AM","b1_female_a_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_female_a_fev_matrices.out","map","b1","female","a","fev","matrices",1013,4,NA,21,-7981.295,16004.59,16107.924,16041.226,16005.5223915237,TRUE,TRUE,NA,0,0.212,0.032,6.643,0,0.002,0.002,0.862,0.389,0.009,0.009,0.976,0.329,-0.014,0.006,-2.241,0.025,-0.01,0.007,-1.422,0.155,0.133,0.007,18.074,0,0,0,0.366,0.714,-0.001,0.001,-1.121,0.262,0.023,0.002,11.903,0,4.265,0.311,13.707,0,0.054,0.03,1.793,0.073,-0.065,0.079,-0.823,0.41,3.115,0.179,17.364,0,1.735,0.02,86.705,0,-0.037,0.004,-9.472,0,12.308,0.13,94.91,0,0.028,0.034,0.818,0.414,0.282,0.039,7.161,0,0.639,1.094,0.584,0.559,-0.039,0.027,-1.43,0.153,-0.025,0.002,-14.954,0,0.001,0,1.777,0.076,-0.067,0.011,-6.179,0,-0.009,0.003,-2.803,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:20 AM","b1_female_ae_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_female_ae_fev_matrices.out","map","b1","female","ae","fev","matrices",1013,4,NA,25,-7865.245,15780.491,15903.508,15824.106,15781.8081225937,TRUE,TRUE,NA,0,0.16,0.029,5.473,0,0.002,0.002,0.831,0.406,0.008,0.009,0.85,0.396,-0.013,0.006,-2.189,0.029,-0.01,0.007,-1.418,0.156,0.13,0.007,18.069,0,0,0,0.377,0.706,-0.001,0.001,-1.121,0.262,0.023,0.002,11.896,0,3.194,0.272,11.761,0,0.051,0.03,1.733,0.083,-0.063,0.074,-0.849,0.396,3.114,0.179,17.394,0,1.612,0.034,47.651,0,-0.035,0.008,-4.555,0,9.796,0.228,42.979,0,0.012,0.075,0.166,0.868,0.248,0.043,5.748,0,0.609,1.043,0.584,0.559,-0.039,0.027,-1.425,0.154,-0.025,0.002,-14.903,0,0.001,0,1.737,0.082,-0.06,0.01,-6.059,0,-0.009,0.003,-2.851,0.004,0.016,0.004,4.353,0,0,0.001,-0.223,0.823,0.329,0.023,14.313,0,0.002,0.008,0.268,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:21 AM","b1_female_aeh_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_female_aeh_fev_matrices.out","map","b1","female","aeh","fev","matrices",1010,4,NA,29,-7795.653,15649.307,15791.92,15699.814,15651.0825102041,TRUE,TRUE,NA,0,0.114,0.027,4.163,0,0.002,0.002,0.873,0.383,0.005,0.009,0.593,0.553,-0.012,0.006,-1.98,0.048,-0.01,0.007,-1.409,0.159,0.114,0.006,17.516,0,0,0,0.368,0.713,-0.001,0.001,-0.754,0.451,0.023,0.002,11.868,0,3.066,0.271,11.318,0,0.05,0.03,1.691,0.091,-0.067,0.074,-0.912,0.362,3.119,0.179,17.394,0,1.655,0.032,52.454,0,-0.037,0.008,-4.712,0,9.918,0.227,43.727,0,0.016,0.074,0.212,0.832,0.193,0.045,4.3,0,0.661,1.122,0.589,0.556,-0.039,0.027,-1.416,0.157,-0.022,0.002,-13.647,0,0.001,0,1.462,0.144,-0.053,0.01,-5.387,0,-0.008,0.003,-2.557,0.011,0.009,0.003,2.725,0.006,0,0.001,0.076,0.939,0.311,0.023,13.412,0,0.001,0.008,0.17,0.865,1.885,0.178,10.597,0,-0.058,0.035,-1.657,0.097,4.961,1.104,4.493,0,0.293,0.359,0.818,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:21 AM","b1_female_aehplus_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_female_aehplus_fev_matrices.out","map","b1","female","aehplus","fev","matrices",920,4,NA,41,-7005.462,14092.924,14290.724,14160.512,14096.8465512528,TRUE,TRUE,NA,0,0.103,0.029,3.6,0,0.002,0.002,1.079,0.281,0.006,0.009,0.648,0.517,-0.01,0.006,-1.626,0.104,-0.013,0.007,-1.749,0.08,0.113,0.007,16.739,0,0,0,0.492,0.623,0,0.001,-0.272,0.785,0.023,0.002,10.875,0,2.937,0.264,11.114,0,0.061,0.03,1.988,0.047,-0.075,0.074,-1.015,0.31,3.04,0.177,17.136,0,1.705,0.037,45.817,0,-0.042,0.01,-4.309,0,10.108,0.268,37.723,0,0.05,0.094,0.539,0.59,0.178,0.048,3.745,0,0.636,0.818,0.778,0.436,-0.049,0.028,-1.752,0.08,-0.022,0.002,-12.628,0,0.001,0,1.472,0.141,-0.051,0.01,-4.891,0,-0.009,0.004,-2.598,0.009,0.011,0.004,2.848,0.004,0,0.001,0.062,0.95,0.301,0.025,11.942,0,0,0.009,-0.022,0.982,1.831,0.183,10.008,0,-0.082,0.037,-2.212,0.027,4.944,1.196,4.133,0,0.275,0.392,0.702,0.483,-0.106,0.026,-4.133,0,0.007,0.005,1.266,0.206,0.028,0.156,0.181,0.857,-0.038,0.052,-0.731,0.465,-0.071,0.04,-1.748,0.08,-0.007,0.007,-0.92,0.358,-0.458,0.247,-1.854,0.064,-0.003,0.086,-0.038,0.97,-0.006,0.032,-0.185,0.853,0.01,0.007,1.388,0.165,-0.127,0.21,-0.602,0.547,0.001,0.066,0.021,0.983
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:20 AM","b1_male_a_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_male_a_fev_matrices.out","map","b1","male","a","fev","matrices",336,4,NA,21,-3014.633,6071.265,6151.424,6084.81,6074.20767515924,TRUE,TRUE,NA,0,0.36,0.084,4.275,0,0.007,0.004,1.585,0.113,-0.011,0.025,-0.445,0.656,-0.028,0.018,-1.534,0.125,-0.01,0.016,-0.652,0.514,0.313,0.027,11.534,0,0.001,0.001,1.031,0.302,-0.007,0.004,-1.679,0.093,0.046,0.006,8.334,0,4.881,0.672,7.262,0,0.049,0.047,1.038,0.299,-0.163,0.151,-1.082,0.279,3.056,0.316,9.677,0,2.396,0.055,43.223,0,-0.035,0.011,-3.298,0.001,13.078,0.263,49.716,0,0.031,0.07,0.448,0.654,0.291,0.064,4.576,0,0.896,0.799,1.121,0.262,-0.027,0.042,-0.657,0.511,-0.027,0.004,-6.093,0,-0.002,0.001,-1.822,0.068,-0.075,0.023,-3.256,0.001,-0.007,0.007,-1.019,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:20 AM","b1_male_ae_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_male_ae_fev_matrices.out","map","b1","male","ae","fev","matrices",336,4,NA,25,-2979.708,6009.416,6104.844,6025.541,6013.6095483871,TRUE,TRUE,NA,0,0.224,0.079,2.835,0.005,0.007,0.004,1.568,0.117,-0.009,0.026,-0.367,0.714,-0.024,0.017,-1.408,0.159,-0.01,0.016,-0.658,0.511,0.295,0.026,11.329,0,0.001,0.001,1.026,0.305,-0.007,0.004,-1.601,0.109,0.046,0.006,8.34,0,3.838,0.585,6.562,0,0.052,0.046,1.116,0.265,-0.149,0.138,-1.078,0.281,3.057,0.316,9.69,0,2.082,0.089,23.476,0,-0.024,0.015,-1.671,0.095,10.714,0.407,26.295,0,0.107,0.124,0.865,0.387,0.21,0.072,2.929,0.003,0.874,0.774,1.129,0.259,-0.028,0.042,-0.663,0.507,-0.027,0.004,-6.626,0,-0.002,0.001,-1.815,0.07,-0.081,0.022,-3.754,0,-0.007,0.007,-1.011,0.312,0.038,0.009,4.368,0,-0.001,0.002,-0.791,0.429,0.285,0.036,7.991,0,-0.008,0.013,-0.664,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:20 AM","b1_male_aeh_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_male_aeh_fev_matrices.out","map","b1","male","aeh","fev","matrices",331,4,NA,29,-2932.211,5922.422,6032.683,5940.694,5928.20273089701,TRUE,TRUE,NA,0,0.112,0.069,1.622,0.105,0.007,0.004,1.549,0.121,-0.004,0.025,-0.165,0.869,-0.026,0.015,-1.747,0.081,-0.009,0.016,-0.59,0.555,0.277,0.025,11.166,0,0.001,0.001,1.073,0.283,-0.008,0.004,-1.998,0.046,0.046,0.006,8.309,0,3.316,0.492,6.746,0,0.05,0.046,1.089,0.276,-0.124,0.127,-0.983,0.326,3.055,0.317,9.649,0,2.111,0.089,23.842,0,-0.022,0.015,-1.431,0.152,10.875,0.386,28.145,0,0.102,0.124,0.823,0.411,0.117,0.073,1.598,0.11,0.848,0.748,1.134,0.257,-0.025,0.041,-0.594,0.553,-0.025,0.004,-6.404,0,-0.002,0.001,-1.906,0.057,-0.07,0.021,-3.39,0.001,-0.008,0.007,-1.103,0.27,0.029,0.009,3.269,0.001,-0.002,0.002,-0.951,0.342,0.24,0.037,6.444,0,-0.007,0.014,-0.515,0.607,1.719,0.407,4.219,0,0.09,0.114,0.794,0.427,8.679,2.167,4.005,0,-0.185,0.765,-0.242,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:20 AM","b1_male_aehplus_fev_matrices.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-matrices/b1_male_aehplus_fev_matrices.out","map","b1","male","aehplus","fev","matrices",308,4,NA,41,-2732.712,5547.424,5700.358,5570.324,5560.37136842105,TRUE,TRUE,NA,0,0.075,0.069,1.081,0.279,0.003,0.005,0.759,0.448,0.007,0.024,0.302,0.762,-0.011,0.016,-0.654,0.513,-0.006,0.016,-0.388,0.698,0.267,0.025,10.764,0,0.001,0.001,0.943,0.346,-0.008,0.004,-1.929,0.054,0.046,0.006,8.178,0,3.179,0.491,6.469,0,0.054,0.049,1.1,0.271,-0.098,0.129,-0.758,0.449,3.118,0.331,9.424,0,2.349,0.116,20.242,0,-0.06,0.023,-2.672,0.008,10.982,0.459,23.902,0,0.064,0.155,0.413,0.68,0.081,0.076,1.071,0.284,0.433,0.677,0.639,0.523,-0.016,0.042,-0.389,0.697,-0.026,0.004,-6.154,0,-0.001,0.001,-0.887,0.375,-0.074,0.021,-3.462,0.001,-0.008,0.007,-1.15,0.25,0.023,0.01,2.299,0.021,-0.001,0.002,-0.549,0.583,0.241,0.04,6.086,0,-0.008,0.015,-0.518,0.604,2.024,0.421,4.807,0,0.051,0.121,0.421,0.673,9.239,2.206,4.188,0,-0.345,0.787,-0.438,0.661,-0.185,0.066,-2.793,0.005,0.057,0.014,4.056,0,-0.499,0.28,-1.783,0.075,0.133,0.088,1.523,0.128,-0.111,0.081,-1.369,0.171,-0.026,0.016,-1.615,0.106,0.605,0.31,1.952,0.051,0.019,0.112,0.17,0.865,-0.192,0.083,-2.32,0.02,0.015,0.015,0.961,0.337,-0.073,0.328,-0.222,0.824,-0.028,0.101,-0.278,0.781
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:21 AM","b1_female_a_fev_mmse.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-mmse/b1_female_a_fev_mmse.out","map","b1","female","a","fev","mmse",1030,4,NA,21,-7111.69,14265.379,14369.063,14302.364,14266.2956666667,TRUE,TRUE,NA,0,0.044,0.02,2.186,0.029,0,0.001,-0.121,0.904,0.007,0.008,0.853,0.394,0,0.004,0.026,0.98,0.007,0.005,1.412,0.158,0.133,0.007,18.066,0,0,0,0.331,0.741,-0.001,0.001,-1.145,0.252,0.023,0.002,11.882,0,1.116,0.142,7.852,0,0.052,0.031,1.665,0.096,-0.013,0.045,-0.296,0.767,1.532,0.073,21.088,0,1.736,0.02,86.751,0,-0.037,0.004,-9.496,0,28.803,0.067,430.477,0,-0.03,0.02,-1.486,0.137,0.115,0.052,2.224,0.026,-0.075,0.636,-0.118,0.906,0.035,0.025,1.414,0.157,-0.025,0.002,-15.008,0,0.001,0,1.783,0.075,-0.051,0.007,-7.714,0,-0.006,0.002,-2.747,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","12/05/2016"," 8:21 AM","b1_female_ae_fev_mmse.out"," wide-dataset.dat ","./output/studies/map/phys-cog/fev-mmse/b1_female_ae_fev_mmse.out","map","b1","female","ae","fev","mmse",1030,4,NA,25,-7051.946,14153.892,14277.325,14197.922,14155.1868207171,TRUE,TRUE,NA,0,0.022,0.019,1.115,0.265,0,0.001,-0.155,0.877,0.009,0.008,1.134,0.257,0,0.004,0.117,0.907,0.007,0.005,1.424,0.154,0.13,0.007,18.062,0,0,0,0.33,0.741,-0.001,0.001,-1.119,0.263,0.023,0.002,11.876,0,0.918,0.126,7.305,0,0.051,0.031,1.652,0.099,0.004,0.041,0.09,0.928,1.53,0.073,21.087,0,1.614,0.034,47.67,0,-0.036,0.008,-4.604,0,27.708,0.142,194.604,0,0.062,0.059,1.062,0.288,0.062,0.056,1.12,0.263,-0.097,0.649,-0.149,0.881,0.035,0.025,1.426,0.154,-0.025,0.002,-14.945,0,0.001,0,1.753,0.08,-0.047,0.006,-7.521,0,-0.006,0.002,-2.867,0.004,0.016,0.004,4.307,0,0,0.001,-0.152,0.88,0.143,0.015,9.499,0,-0.012,0.007,-1.8,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
