"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:13 PM","satsa","b1","female","a","pulmonary","executive","fev","digitsback",TRUE,512,7,NA,25,-5668.425,11386.85,11492.808,11413.455,11389.5248971193,"b1_female_a_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.074,0.022,0.001,0,0,0.028,-0.005,0.002,0.014,-0.002,0.002,0.241,-0.005,0.01,0.631,0.101,0.01,0,0,0,0,0,0.001,0.45,0.056,0.001,0,0.916,0.098,0,0.002,0.001,0.002,-0.012,0.006,0.051,1.018,0.033,0,1.776,0.026,0,-0.028,0.003,0,3.938,0.073,0,-0.04,0.007,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:03 PM","satsa","b1","female","a","pulmonary","memory","fev","digitsforward",TRUE,512,7,NA,25,-5260.873,10571.746,10677.704,10598.35,10574.4208971193,"b1_female_a_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.027,0.019,0.163,0,0,0.514,0,0.001,0.727,0,0.001,0.849,0.008,0.006,0.18,0.101,0.009,0,0,0,0,0,0.001,0.484,0.056,0.001,0,0.732,0.089,0,0,0,0.634,0,0.004,0.98,0.623,0.028,0,1.777,0.026,0,-0.028,0.002,0,5.623,0.072,0,-0.023,0.005,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:30 PM","satsa","b1","female","a","pulmonary","memory","fev","figurememory",TRUE,512,7,NA,25,-7305.32,14660.639,14766.597,14687.244,14663.3138971193,"b1_female_a_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.154,0.081,0.057,0,0,0.198,0.001,0.006,0.843,-0.001,0.006,0.866,0.047,0.024,0.047,0.101,0.009,0,0,0,0,0,0.001,0.461,0.056,0.001,0,12.431,1.22,0,0.021,0.005,0,-0.127,0.067,0.06,6.89,0.31,0,1.776,0.026,0,-0.028,0.002,0,20.801,0.243,0,-0.2,0.019,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:50 PM","satsa","b1","female","a","pulmonary","reasoning","fev","block",TRUE,512,7,NA,25,-8019.726,16089.452,16195.41,16116.057,16092.1268971193,"b1_female_a_pulmonary_reasoning_fev_block.out"," satsa.dat",0.506,0.143,0,0.001,0.001,0.144,-0.002,0.008,0.805,0.01,0.009,0.281,0.055,0.026,0.034,0.102,0.009,0,0,0,0,0,0.001,0.404,0.056,0.001,0,40.067,3.594,0,0.034,0.006,0,-0.346,0.131,0.008,10.958,0.259,0,1.776,0.026,0,-0.029,0.003,0,17.241,0.395,0,-0.366,0.026,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:23 PM","satsa","b1","female","a","pulmonary","visuospatial","fev","rotations",TRUE,512,7,NA,25,-9125.71,18301.42,18407.378,18328.024,18304.0948971193,"b1_female_a_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",0.87,0.307,0.005,0.002,0.001,0.27,0.017,0.023,0.462,0.003,0.023,0.906,0.033,0.088,0.708,0.101,0.009,0,0,0,0,0,0.001,0.488,0.056,0.001,0,192.912,20.957,0,0.098,0.078,0.207,0.194,0.974,0.842,114.111,4.927,0,1.778,0.026,0,-0.028,0.002,0,42.648,1.117,0,-0.997,0.103,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:53 PM","satsa","b1","female","ae","muscle","global","grip","mmse",TRUE,489,7,NA,25,-9604.232,19258.464,19363.273,19283.923,19261.271775378,"b1_female_ae_muscle_global_grip_mmse.out"," satsa.dat",0.111,0.55,0.84,0.011,0.009,0.231,0.135,0.101,0.182,-0.014,0.046,0.76,0.9,0.259,0.001,17.594,2.355,0,0.034,0.012,0.007,-0.094,0.142,0.507,21.565,0.961,0,0.745,0.196,0,0.044,0.004,0,0.051,0.018,0.004,3.068,0.074,0,20.849,0.355,0,-0.584,0.037,0,27.942,0.106,0,-0.27,0.023,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:44 PM","satsa","b1","female","ae","muscle","knowledge","grip","anal",TRUE,486,7,NA,25,-9613.402,19276.804,19381.459,19302.111,19279.6300869565,"b1_female_ae_muscle_knowledge_grip_anal.out"," satsa.dat",0.544,0.859,0.527,0.009,0.005,0.074,0.082,0.076,0.277,0.044,0.064,0.486,1.298,0.371,0,17.498,2.348,0,0.031,0.012,0.008,-0.074,0.141,0.601,21.575,0.946,0,6.084,0.688,0,0.013,0.004,0.001,-0.046,0.045,0.303,5.163,0.232,0,20.845,0.355,0,-0.58,0.035,0,13.02,0.234,0,-0.101,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:19 PM","satsa","b1","female","ae","muscle","knowledge","grip","info",TRUE,488,7,NA,25,-11074.04,22198.081,22302.839,22223.49,22200.8948528138,"b1_female_ae_muscle_knowledge_grip_info.out"," satsa.dat",2.928,2.201,0.183,0.034,0.012,0.006,0.011,0.161,0.945,-0.144,0.197,0.466,0.893,0.502,0.075,17.628,2.357,0,0.034,0.012,0.007,-0.098,0.141,0.488,21.545,0.97,0,46.918,3.736,0,0.105,0.015,0,-0.514,0.214,0.016,10.967,0.411,0,20.863,0.357,0,-0.592,0.036,0,27.587,0.442,0,-0.3,0.035,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:31 PM","satsa","b1","female","ae","muscle","knowledge","grip","synon",TRUE,486,7,NA,25,-10019.165,20088.331,20192.986,20113.637,20091.1570869565,"b1_female_ae_muscle_knowledge_grip_synon.out"," satsa.dat",2,1.368,0.144,0.007,0.005,0.171,0.019,0.074,0.798,0,0.114,0.998,0.637,0.359,0.076,17.68,2.383,0,0.032,0.012,0.01,-0.09,0.144,0.533,21.548,0.956,0,20.101,1.758,0,0.011,0.003,0.001,-0.053,0.065,0.421,4.487,0.212,0,20.856,0.357,0,-0.587,0.035,0,17.326,0.281,0,-0.108,0.017,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:09 PM","satsa","b1","female","ae","muscle","speed","grip","figid",TRUE,486,7,NA,25,-11076.172,22202.344,22306.999,22227.65,22205.1700869565,"b1_female_ae_muscle_speed_grip_figid.out"," satsa.dat",5.727,2.096,0.006,0.018,0.012,0.128,0.047,0.185,0.798,-0.182,0.164,0.267,-0.629,0.597,0.292,17.626,2.381,0,0.031,0.012,0.008,-0.081,0.146,0.578,21.533,0.948,0,36.235,3.478,0,0.099,0.017,0,-0.508,0.208,0.014,17.794,0.742,0,20.855,0.359,0,-0.585,0.035,0,27.623,0.438,0,-0.564,0.045,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015","12:56 PM","satsa","b1","female","ae","muscle","speed","grip","symbol",TRUE,486,7,NA,25,-11347.708,22745.416,22850.071,22770.723,22748.2420869565,"b1_female_ae_muscle_speed_grip_symbol.out"," satsa.dat",8.502,2.634,0.001,0.025,0.012,0.043,-0.056,0.175,0.751,-0.18,0.208,0.386,2.373,0.797,0.003,17.654,2.299,0,0.031,0.014,0.029,-0.08,0.145,0.579,21.535,1.018,0,73.033,6.746,0,0.09,0.028,0.001,-0.552,0.329,0.094,27.539,2.447,0,20.848,0.338,0,-0.585,0.034,0,33.798,0.591,0,-0.857,0.045,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:15 PM","satsa","b1","female","ae","pulmonary","executive","fev","digitsback",TRUE,490,7,NA,27,-4917.798,9889.596,10002.845,9917.148,9892.86872727273,"b1_female_ae_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.066,0.022,0.002,0,0,0.04,-0.005,0.002,0.014,-0.001,0.002,0.466,-0.005,0.011,0.644,0.103,0.01,0,0,0,0,-0.001,0.001,0.312,0.054,0.001,0,0.757,0.091,0,0.002,0.001,0.005,-0.009,0.006,0.123,1.042,0.034,0,1.754,0.027,0,-0.028,0.003,0,3.768,0.073,0,-0.038,0.007,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:56 PM","satsa","b1","female","ae","pulmonary","global","fev","mmse",TRUE,489,7,NA,25,-4478.605,9007.211,9112.02,9032.671,9010.01877537797,"b1_female_ae_pulmonary_global_fev_mmse.out"," satsa.dat",-0.024,0.041,0.554,0.001,0.001,0.121,0.001,0.007,0.924,0.006,0.003,0.055,0.053,0.017,0.002,0.102,0.009,0,0,0,0,0,0.001,0.402,0.054,0.001,0,0.742,0.187,0,0.045,0.004,0,0.05,0.018,0.004,3.067,0.068,0,1.758,0.026,0,-0.03,0.003,0,27.943,0.103,0,-0.269,0.023,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:40 PM","satsa","b1","female","ae","pulmonary","knowledge","fev","anal",TRUE,485,7,NA,25,-4496.202,9042.405,9147.008,9067.66,9045.23724400871,"b1_female_ae_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.213,0.068,0.002,0,0,0.485,-0.004,0.005,0.454,0,0.005,0.934,0.01,0.02,0.625,0.103,0.009,0,0,0,0,-0.001,0.001,0.319,0.054,0.001,0,6.159,0.693,0,0.014,0.004,0.001,-0.051,0.045,0.26,5.134,0.233,0,1.753,0.026,0,-0.028,0.003,0,13.026,0.234,0,-0.1,0.021,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:26 PM","satsa","b1","female","ae","pulmonary","knowledge","fev","info",TRUE,490,7,NA,27,-7496.73,15047.459,15160.708,15075.011,15050.7317272727,"b1_female_ae_pulmonary_knowledge_fev_info.out"," satsa.dat",0.179,0.138,0.195,0.001,0.001,0.054,-0.005,0.01,0.603,-0.001,0.011,0.928,0.083,0.027,0.002,0.104,0.01,0,0,0,0,-0.001,0.001,0.27,0.054,0.001,0,47.006,3.749,0,0.104,0.014,0,-0.509,0.209,0.015,10.982,0.412,0,1.755,0.027,0,-0.028,0.003,0,27.591,0.445,0,-0.298,0.035,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:35 PM","satsa","b1","female","ae","pulmonary","knowledge","fev","synon",TRUE,487,7,NA,25,-4887.448,9824.897,9929.604,9850.255,9827.71695661605,"b1_female_ae_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.302,0.093,0.001,0,0,0.311,-0.001,0.005,0.85,-0.008,0.007,0.259,0.039,0.019,0.042,0.103,0.009,0,0,0,0,-0.001,0.001,0.291,0.054,0.001,0,20.225,1.798,0,0.011,0.003,0.001,-0.055,0.068,0.415,4.475,0.214,0,1.752,0.026,0,-0.027,0.003,0,17.322,0.282,0,-0.106,0.017,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:05 PM","satsa","b1","female","ae","pulmonary","memory","fev","digitsforward",TRUE,490,7,NA,27,-4512.039,9078.078,9191.327,9105.629,9081.35072727273,"b1_female_ae_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.02,0.019,0.292,0,0,0.573,0,0.001,0.825,0,0.001,0.911,0.01,0.006,0.081,0.103,0.01,0,0,0,0,-0.001,0.001,0.321,0.054,0.001,0,0.697,0.086,0,0,0,0.629,-0.001,0.004,0.785,0.613,0.028,0,1.755,0.027,0,-0.028,0.003,0,5.526,0.075,0,-0.025,0.006,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:31 PM","satsa","b1","female","ae","pulmonary","memory","fev","figurememory",TRUE,490,7,NA,27,-6505.997,13065.995,13179.244,13093.546,13069.2677272727,"b1_female_ae_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.124,0.081,0.126,0,0,0.311,0,0.007,0.977,-0.002,0.006,0.74,0.041,0.024,0.087,0.103,0.01,0,0,0,0,-0.001,0.001,0.309,0.054,0.001,0,11.795,1.156,0,0.02,0.005,0,-0.135,0.068,0.048,6.884,0.313,0,1.754,0.027,0,-0.028,0.003,0,20.348,0.256,0,-0.193,0.021,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:53 PM","satsa","b1","female","ae","pulmonary","reasoning","fev","block",TRUE,490,7,NA,27,-7189.788,14433.575,14546.824,14461.127,14436.8477272727,"b1_female_ae_pulmonary_reasoning_fev_block.out"," satsa.dat",0.434,0.138,0.002,0.001,0.001,0.235,-0.003,0.009,0.719,0.01,0.009,0.244,0.059,0.026,0.022,0.103,0.01,0,0,0,0,-0.001,0.001,0.275,0.054,0.001,0,35.722,3.236,0,0.033,0.006,0,-0.356,0.126,0.005,11.031,0.264,0,1.754,0.027,0,-0.029,0.003,0,16.25,0.413,0,-0.372,0.029,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:14 PM","satsa","b1","female","ae","pulmonary","speed","fev","figid",TRUE,487,7,NA,25,-5945.561,11941.121,12045.828,11966.479,11943.9409566161,"b1_female_ae_pulmonary_speed_fev_figid.out"," satsa.dat",0.243,0.126,0.054,0.001,0.001,0.191,0.014,0.009,0.123,0.006,0.009,0.5,-0.041,0.031,0.194,0.104,0.01,0,0,0,0,-0.001,0.001,0.27,0.054,0.001,0,36.437,3.502,0,0.101,0.018,0,-0.558,0.208,0.007,17.825,0.759,0,1.756,0.027,0,-0.028,0.003,0,27.647,0.442,0,-0.562,0.044,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015","12:56 PM","satsa","b1","female","ae","pulmonary","speed","fev","symbol",TRUE,486,7,NA,25,-6228.686,12507.373,12612.028,12532.679,12510.1990869565,"b1_female_ae_pulmonary_speed_fev_symbol.out"," satsa.dat",0.32,0.2,0.109,0,0.001,0.792,0.017,0.014,0.219,0.022,0.017,0.207,0.053,0.043,0.212,0.103,0.012,0,0,0,0,-0.001,0.001,0.392,0.054,0.005,0,73.119,6.758,0,0.088,0.027,0.001,-0.563,0.325,0.083,27.624,2.426,0,1.756,0.022,0,-0.029,0.002,0,33.811,0.591,0,-0.859,0.045,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:24 PM","satsa","b1","female","ae","pulmonary","visuospatial","fev","rotations",TRUE,490,7,NA,27,-8283.962,16621.924,16735.173,16649.476,16625.1967272727,"b1_female_ae_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",0.864,0.315,0.006,0.001,0.001,0.356,0.009,0.022,0.671,0.002,0.023,0.946,0.018,0.088,0.836,0.103,0.01,0,0,0,0,-0.001,0.001,0.314,0.054,0.001,0,190.548,20.966,0,0.065,0.076,0.39,0.148,0.971,0.879,114.802,5.038,0,1.755,0.027,0,-0.028,0.003,0,41.826,1.235,0,-1.066,0.107,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:53 PM","satsa","b1","female","aeh","muscle","global","grip","mmse",TRUE,480,7,NA,29,-9469.888,18997.777,19118.816,19026.773,19001.6436666667,"b1_female_aeh_muscle_global_grip_mmse.out"," satsa.dat",0.164,0.563,0.77,0.011,0.01,0.256,0.135,0.103,0.189,-0.021,0.048,0.659,0.913,0.267,0.001,17.065,2.312,0,0.031,0.012,0.01,-0.075,0.14,0.594,21.666,0.973,0,0.736,0.2,0,0.045,0.004,0,0.05,0.018,0.005,3.081,0.079,0,20.821,0.365,0,-0.583,0.038,0,27.967,0.108,0,-0.271,0.024,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:46 PM","satsa","b1","female","aeh","muscle","knowledge","grip","anal",TRUE,477,7,NA,29,-9471.817,19001.634,19122.492,19030.45,19005.5266174497,"b1_female_aeh_muscle_knowledge_grip_anal.out"," satsa.dat",0.585,0.859,0.496,0.009,0.005,0.073,0.078,0.077,0.314,0.034,0.064,0.592,1.264,0.378,0.001,16.968,2.302,0,0.028,0.011,0.013,-0.054,0.139,0.698,21.679,0.971,0,6.085,0.699,0,0.014,0.004,0.001,-0.051,0.046,0.268,5.166,0.234,0,20.819,0.361,0,-0.58,0.036,0,13.046,0.238,0,-0.1,0.021,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:20 PM","satsa","b1","female","aeh","muscle","knowledge","grip","info",TRUE,479,7,NA,29,-10908.718,21875.436,21996.415,21904.372,21879.3112783964,"b1_female_aeh_muscle_knowledge_grip_info.out"," satsa.dat",2.89,2.214,0.192,0.034,0.013,0.007,0.004,0.161,0.981,-0.161,0.194,0.408,0.855,0.514,0.096,17.067,2.316,0,0.031,0.012,0.011,-0.078,0.139,0.575,21.661,0.986,0,44.945,3.65,0,0.103,0.015,0,-0.481,0.207,0.02,11.05,0.432,0,20.834,0.365,0,-0.591,0.036,0,27.706,0.435,0,-0.296,0.035,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:32 PM","satsa","b1","female","aeh","muscle","knowledge","grip","synon",TRUE,477,7,NA,29,-9869.124,19796.247,19917.105,19825.063,19800.1396174497,"b1_female_aeh_muscle_knowledge_grip_synon.out"," satsa.dat",1.829,1.368,0.181,0.007,0.005,0.151,0.014,0.075,0.851,-0.011,0.113,0.922,0.63,0.361,0.081,17.13,2.333,0,0.029,0.012,0.015,-0.071,0.142,0.619,21.649,0.973,0,19.83,1.755,0,0.011,0.003,0.001,-0.046,0.066,0.492,4.495,0.214,0,20.83,0.363,0,-0.586,0.036,0,17.412,0.282,0,-0.111,0.017,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:10 PM","satsa","b1","female","aeh","muscle","speed","grip","figid",TRUE,477,7,NA,29,-10914.179,21886.358,22007.216,21915.174,21890.2506174497,"b1_female_aeh_muscle_speed_grip_figid.out"," satsa.dat",5.346,2.135,0.012,0.016,0.012,0.164,0.056,0.188,0.765,-0.167,0.164,0.308,-0.623,0.612,0.308,17.077,2.333,0,0.029,0.012,0.013,-0.06,0.143,0.676,21.641,0.961,0,36.519,3.555,0,0.1,0.017,0,-0.515,0.215,0.017,17.831,0.746,0,20.829,0.365,0,-0.585,0.036,0,27.616,0.445,0,-0.562,0.046,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015","12:57 PM","satsa","b1","female","aeh","muscle","speed","grip","symbol",TRUE,477,7,NA,29,-11181.38,22420.759,22541.617,22449.575,22424.6516174497,"b1_female_aeh_muscle_speed_grip_symbol.out"," satsa.dat",7.694,2.583,0.003,0.024,0.012,0.052,-0.054,0.177,0.761,-0.177,0.207,0.392,2.45,0.804,0.002,17.099,2.35,0,0.029,0.014,0.041,-0.062,0.145,0.67,21.641,1.028,0,72.573,6.798,0,0.093,0.029,0.001,-0.57,0.329,0.083,27.44,2.45,0,20.82,0.334,0,-0.584,0.034,0,33.844,0.594,0,-0.857,0.045,0
