"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:50 PM","hrs","b1","female","aeh","walking","mental","gait","serial7",TRUE,370,5,NA,28,-4234.896,8525.793,8635.371,8546.536,8530.55546334311,"b1_female_aeh_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.031,0.203,0.88,0,0.003,0.938,0.006,0.031,0.85,-0.005,0.017,0.776,0.019,0.014,0.175,0.003,0.007,0.699,0,0.001,0.937,0,0.001,0.823,0.723,0.033,0,1.802,0.148,0,0.045,0.004,0,-0.111,0.02,0,0.723,0.033,0,0.761,0.022,0,-0.028,0.006,0,2.334,0.177,0,-0.073,0.026,0.006
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:51 PM","hrs","b1","female","aeh","walking","mental","gait","tics",TRUE,370,5,NA,28,-2959.3,5974.601,6084.179,5995.344,5979.36346334311,"b1_female_aeh_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.012,0.048,0.796,0.002,0.001,0.173,-0.001,0.014,0.949,0.003,0.002,0.132,0.009,0.008,0.278,0.001,0.004,0.856,0,0.001,0.885,0,0.001,0.96,0.364,0.025,0,0.531,0.101,0,0.037,0.01,0,0.007,0.015,0.61,0.364,0.025,0,0.76,0.022,0,-0.028,0.005,0,9.019,0.13,0,-0.072,0.025,0.004
"Mplus VERSION 7.11","0.1","07/15/2015","12:44 PM","hrs","b1","female","aehplus","muscle","memory","hand","delayedrecall",TRUE,641,5,NA,40,-13826.331,27732.662,27911.184,27784.186,27738.1286666667,"b1_female_aehplus_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.766,1.368,0.575,0.022,0.092,0.811,-0.119,0.254,0.639,-0.039,0.476,0.935,0.078,0.06,0.191,131.156,63.823,0.04,4.959,2.518,0.049,-24.339,13.076,0.063,16.316,6.49,0.012,0.042,0.415,0.92,0.001,0.123,0.996,-0.003,0.399,0.995,16.316,6.49,0.012,23.637,0.893,0,-0.264,0.188,0.161,3.687,0.144,0,-0.023,0.026,0.381
"Mplus VERSION 7.11","0.1","07/15/2015","12:48 PM","hrs","b1","female","aehplus","muscle","memory","hand","immediaterecall",TRUE,641,5,NA,40,-13746.436,27572.871,27751.392,27624.395,27578.3376666667,"b1_female_aehplus_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.791,2.821,0.779,0.02,0.136,0.882,-0.112,0.476,0.813,-0.066,0.719,0.927,0.074,0.079,0.352,131.74,64.08,0.04,5.001,2.528,0.048,-24.45,13.12,0.062,15.483,6.283,0.014,0.03,0.839,0.972,0.001,0.089,0.995,-0.002,0.181,0.989,15.483,6.283,0.014,23.638,0.893,0,-0.265,0.189,0.16,4.826,0.118,0,-0.07,0.021,0.001
"Mplus VERSION 7.11","0.1","07/15/2015","12:52 PM","hrs","b1","female","aehplus","muscle","mental","hand","serial7",TRUE,641,5,NA,40,-14693.834,29467.669,29646.19,29519.192,29473.1356666667,"b1_female_aehplus_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.386,1.568,0.805,-0.032,0.124,0.797,0.185,0.426,0.665,-0.003,0.473,0.995,0.009,0.093,0.926,132.228,64.153,0.039,5.033,2.524,0.046,-24.533,13.119,0.061,14.765,6.165,0.017,0.023,0.77,0.976,0.001,0.101,0.995,-0.001,0.098,0.995,14.765,6.165,0.017,23.643,0.893,0,-0.271,0.188,0.15,2.244,0.155,0,-0.075,0.022,0.001
"Mplus VERSION 7.11","0.1","07/15/2015","12:55 PM","hrs","b1","female","aehplus","muscle","mental","hand","tics",TRUE,641,5,NA,40,-12547.618,25175.235,25353.756,25226.759,25180.7016666667,"b1_female_aehplus_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.213,0.202,0,0.061,0.117,0.6,-0.268,0.315,0.395,-0.2,0.632,0.752,0.247,0.309,0.425,128.195,62.604,0.041,4.743,2.418,0.05,-23.769,12.83,0.064,20.518,8.519,0.016,0.034,0.917,0.97,0.002,0.172,0.991,-0.005,0.286,0.986,20.518,8.519,0.016,23.629,0.889,0,-0.255,0.185,0.169,8.347,0.247,0,-0.068,0.045,0.132
"Mplus VERSION 7.11","0.1","07/15/2015","12:59 PM","hrs","b1","female","aehplus","pulmonary","memory","peak","delayedrecall",TRUE,715,5,NA,40,-23526.049,47132.097,47314.988,47187.978,47136.9634688427,"b1_female_aehplus_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",17.136,612.897,0.978,0.186,14.806,0.99,-0.137,119.567,0.999,0.485,102.729,0.996,0.539,0.432,0.213,4718.391,267.338,0,184.553,27.378,0,-309.322,50.851,0,271.731,21.588,0,0.227,5.687,0.968,0.007,0.292,0.98,-0.024,0.759,0.975,271.731,21.588,0,255.963,6.173,0,-1.145,1.456,0.432,3.598,0.174,0,-0.032,0.033,0.331
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:02 PM","hrs","b1","female","aehplus","pulmonary","memory","peak","immediaterecall",TRUE,715,5,NA,40,-23535.026,47150.052,47332.943,47205.933,47154.9184688427,"b1_female_aehplus_pulmonary_memory_peak_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",15.843,881.386,0.986,0.081,57.205,0.999,-0.739,166.594,0.996,0.395,399.286,0.999,0.563,0.47,0.23,4719.621,267.351,0,185.161,28.201,0,-309.92,51.26,0,270.453,21.517,0,0.21,5.451,0.969,0.007,0.299,0.981,-0.027,0.77,0.972,270.453,21.517,0,255.961,6.173,0,-1.143,1.458,0.433,4.761,0.168,0,-0.072,0.031,0.019
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:05 PM","hrs","b1","female","aehplus","pulmonary","mental","peak","serial7",TRUE,715,5,NA,40,-25139.255,50358.511,50541.402,50414.392,50363.3774688427,"b1_female_aehplus_pulmonary_mental_peak_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",7.796,299.421,0.979,0.194,16.598,0.991,0.767,67.797,0.991,-0.046,74.801,1,0.213,0.299,0.476,4748.804,268.008,0,199.888,29.24,0,-324.323,52.673,0,240.53,19.271,0,0.14,3.563,0.969,0.006,0.261,0.983,-0.018,0.581,0.975,240.53,19.271,0,255.915,6.171,0,-1.085,1.487,0.466,2.267,0.146,0,-0.089,0.02,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:10 PM","hrs","b1","female","aehplus","pulmonary","mental","peak","tics",TRUE,715,5,NA,40,-21230.849,42541.697,42724.589,42597.578,42546.5634688427,"b1_female_aehplus_pulmonary_mental_peak_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\peak.dat""",12.13,4.48,0.007,0.384,3.031,0.899,-2.816,35.412,0.937,-0.215,23.284,0.993,0.784,1.142,0.492,4660.628,266.437,0,158.138,23.278,0,-282.742,47.375,0,333.547,26.23,0,0.276,4.53,0.951,0.012,0.343,0.972,-0.046,0.682,0.946,333.547,26.23,0,256.059,6.166,0,-1.266,1.404,0.367,8.391,0.223,0,-0.123,0.044,0.005
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:13 PM","hrs","b1","female","aehplus","walking","memory","gait","delayedrecall",TRUE,370,5,NA,40,-4006.373,8092.746,8249.286,8122.379,8102.71560486322,"b1_female_aehplus_walking_memory_gait_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.028,0.248,0.91,0.001,0.006,0.903,-0.003,0.049,0.952,0,0.051,0.994,0.021,0.013,0.105,0.001,0.012,0.912,0,0.001,0.95,0,0.001,0.892,0.892,0.05,0,1.979,0.222,0,0.039,0.007,0,-0.108,0.03,0,0.892,0.05,0,0.788,0.025,0,-0.027,0.006,0,3.945,0.191,0,-0.009,0.032,0.791
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:16 PM","hrs","b1","female","aehplus","walking","memory","gait","immediaterecall",TRUE,370,5,NA,40,-3523.118,7126.237,7282.777,7155.871,7136.20660486322,"b1_female_aehplus_walking_memory_gait_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.031,0.105,0.77,0.001,0.005,0.918,-0.002,0.024,0.949,-0.002,0.053,0.97,0.011,0.009,0.213,0.001,0.007,0.843,0,0.001,0.946,0,0.002,0.913,0.634,0.03,0,1.137,0.14,0,0.02,0.005,0,-0.045,0.018,0.012,0.634,0.03,0,0.789,0.025,0,-0.027,0.009,0.002,5.121,0.156,0,-0.061,0.027,0.024
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:18 PM","hrs","b1","female","aehplus","walking","mental","gait","serial7",TRUE,370,5,NA,40,-4227.837,8535.674,8692.214,8565.307,8545.64360486322,"b1_female_aehplus_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.032,0.205,0.876,0,0.003,0.928,0.005,0.031,0.872,-0.005,0.021,0.803,0.022,0.015,0.139,0.003,0.007,0.727,0,0.001,0.935,0,0.001,0.818,0.723,0.033,0,1.776,0.146,0,0.043,0.004,0,-0.107,0.02,0,0.723,0.033,0,0.791,0.025,0,-0.027,0.007,0,2.262,0.194,0,-0.035,0.029,0.226
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:20 PM","hrs","b1","female","aehplus","walking","mental","gait","tics",TRUE,370,5,NA,40,-2956.941,5993.882,6150.422,6023.515,6003.85160486322,"b1_female_aehplus_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.013,0.049,0.796,0.001,0.001,0.199,-0.001,0.015,0.959,0.003,0.003,0.208,0.008,0.008,0.286,0.001,0.004,0.856,0,0.001,0.889,0,0.001,0.967,0.364,0.025,0,0.529,0.101,0,0.037,0.01,0,0.008,0.015,0.568,0.364,0.025,0,0.791,0.025,0,-0.028,0.006,0,9.01,0.141,0,-0.075,0.027,0.006
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:18 PM","hrs","b1","female","age","muscle","memory","hand","delayedrecall",TRUE,641,5,NA,20,-13872.491,27784.982,27874.243,27810.744,27786.3368387097,"b1_female_age_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.35,1.71,0.43,0.023,0.172,0.894,-0.118,0.308,0.703,-0.092,0.569,0.871,0.107,0.078,0.171,133.5,64.618,0.039,5.013,2.532,0.048,-24.472,13.226,0.064,16.464,6.855,0.016,0.073,1.751,0.967,0.001,0.068,0.992,-0.003,0.663,0.997,16.464,6.855,0.016,24.144,0.461,0,-0.507,0.085,0,4.43,0.069,0,-0.063,0.032,0.048
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:19 PM","hrs","b1","female","age","muscle","memory","hand","immediaterecall",TRUE,641,5,NA,20,-13793.714,27627.429,27716.689,27653.19,27628.7838387097,"b1_female_age_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.292,3.15,0.682,0.02,0.151,0.895,-0.093,0.501,0.852,-0.119,0.835,0.887,0.095,0.085,0.263,134.078,64.872,0.039,5.054,2.561,0.048,-24.581,13.283,0.064,15.637,6.373,0.014,0.049,0.823,0.952,0.001,0.095,0.995,-0.002,0.207,0.992,15.637,6.373,0.014,24.143,0.459,0,-0.507,0.082,0,5.568,0.054,0,-0.078,0.01,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:20 PM","hrs","b1","female","age","muscle","mental","hand","serial7",TRUE,641,5,NA,20,-14755.86,29551.72,29640.98,29577.482,29553.0748387097,"b1_female_age_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.896,1.808,0.62,-0.035,0.137,0.796,0.216,0.424,0.61,-0.049,0.597,0.935,0.008,0.096,0.932,134.49,64.899,0.038,5.078,2.552,0.047,-24.642,13.266,0.063,15.009,6.262,0.017,0.044,0.556,0.938,0.001,0.116,0.995,0.001,0.113,0.995,15.009,6.262,0.017,24.153,0.47,0,-0.519,0.102,0,3.54,0.065,0,-0.153,0.01,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:21 PM","hrs","b1","female","age","muscle","mental","hand","tics",TRUE,641,5,NA,20,-12581.625,25203.249,25292.51,25229.011,25204.6038387097,"b1_female_age_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.67,0.287,0,0.071,0.132,0.589,-0.296,0.309,0.339,-0.273,0.763,0.72,0.291,0.351,0.408,130.604,63.456,0.04,4.801,2.456,0.051,-23.918,13.009,0.066,20.582,8.545,0.016,0.045,0.888,0.959,0.002,0.173,0.989,-0.006,0.292,0.984,20.582,8.545,0.016,24.139,0.459,0,-0.503,0.083,0,9.145,0.138,0,-0.162,0.02,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:22 PM","hrs","b1","female","age","pulmonary","memory","peak","delayedrecall",TRUE,715,5,NA,20,-23566.538,47173.077,47264.522,47201.017,47174.2873746398,"b1_female_age_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",23.852,2160.11,0.991,0.227,37.512,0.995,-0.035,672.432,1,0.553,171.086,0.997,0.625,0.446,0.161,5191.399,288.087,0,186.073,27.726,0,-309.619,53.252,0,271.832,21.596,0,0.282,19.477,0.988,0.007,0.297,0.98,-0.023,3.143,0.994,271.832,21.596,0,274.847,2.756,0,-2.667,0.588,0,4.377,0.807,0,-0.076,0.538,0.887
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:24 PM","hrs","b1","female","age","pulmonary","memory","peak","immediaterecall",TRUE,715,5,NA,20,-23575.542,47191.084,47282.529,47219.024,47192.2943746398,"b1_female_age_pulmonary_memory_peak_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",22.666,292.288,0.938,0.129,31.451,0.997,-0.534,412.276,0.999,0.409,168.191,0.998,0.638,0.432,0.139,5192.599,285.587,0,186.682,28.17,0,-310.199,53.396,0,270.558,21.523,0,0.263,6.989,0.97,0.007,0.292,0.981,-0.026,1.467,0.986,270.558,21.523,0,274.847,2.777,0,-2.667,0.594,0,5.506,0.613,0,-0.087,0.63,0.89
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:25 PM","hrs","b1","female","age","pulmonary","mental","peak","serial7",TRUE,715,5,NA,20,-25180.912,50401.823,50493.269,50429.764,50403.0333746398,"b1_female_age_pulmonary_mental_peak_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",16.889,308.478,0.956,0.211,16.537,0.99,0.948,72.127,0.99,-0.093,73.024,0.999,0.294,0.301,0.329,5221.289,286.707,0,201.394,29.588,0,-324.33,55.219,0,240.767,19.293,0,0.186,3.966,0.963,0.006,0.263,0.983,-0.016,0.605,0.979,240.767,19.293,0,274.854,2.748,0,-2.675,0.618,0,3.455,0.063,0,-0.146,0.009,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:27 PM","hrs","b1","female","age","pulmonary","mental","peak","tics",TRUE,715,5,NA,20,-21270.826,42581.652,42673.098,42609.592,42582.8623746398,"b1_female_age_pulmonary_mental_peak_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",17.857,5.006,0,0.42,2.283,0.854,-2.691,55.175,0.961,-0.343,21.206,0.987,0.99,1.566,0.527,5134.439,285.074,0,159.559,23.683,0,-283.471,49.352,0,333.551,26.22,0,0.309,4.525,0.946,0.012,0.344,0.972,-0.048,0.691,0.945,333.551,26.22,0,274.84,2.739,0,-2.657,0.562,0,9.094,0.119,0,-0.17,0.077,0.027
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:28 PM","hrs","b1","female","age","walking","memory","gait","delayedrecall",TRUE,370,5,NA,20,-4028.7,8097.401,8175.671,8112.218,8099.80787679083,"b1_female_age_walking_memory_gait_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.048,1.638,0.977,0.001,0.083,0.995,-0.003,0.163,0.984,0.003,0.949,0.997,0.025,0.086,0.769,0.002,0.073,0.979,0,0.002,0.953,0,0.02,0.995,0.893,0.05,0,2.198,0.24,0,0.041,0.007,0,-0.12,0.031,0,0.893,0.05,0,0.841,0.035,0,-0.019,0.04,0.637,4.564,0.112,0,-0.076,0.017,0
