"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval"
"Mplus VERSION 5.21","0.1","02/25/2015","12:50 AM","b1_female_aehplus_grip_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_grip_figurelogic.out","octo","b1","female","aehplus","grip","figurelogic",273,5,NA,37,-3687.878,7449.755,7583.306,7465.988,7461.72095744681,TRUE,TRUE,NA,0,1.553,0.436,3.565,0,0.025,0.013,1.838,0.066,-0.115,0.1,-1.147,0.251,-0.044,0.058,-0.767,0.443,0.236,0.172,1.369,0.171,3.136,0.453,6.919,0,0.017,0.009,1.906,0.057,-0.032,0.042,-0.761,0.447,1.268,0.126,10.039,0,7.248,1.208,6.002,0,0.09,0.048,1.88,0.06,-0.324,0.184,-1.758,0.079,7.942,0.592,13.424,0,9.165,0.225,40.737,0,-0.338,0.035,-9.655,0,17.148,0.402,42.697,0,-0.147,0.075,-1.966,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158,0.044,-3.589,0,-0.003,0.008,-0.345,0.73,-0.314,0.091,-3.433,0.001,0.006,0.02,0.295,0.768,0.208,0.073,2.842,0.004,-0.01,0.011,-0.945,0.345,0.362,0.139,2.608,0.009,-0.041,0.032,-1.286,0.198,0.092,0.023,4.045,0,-0.002,0.003,-0.729,0.466,-0.017,0.046,-0.36,0.719,0.005,0.009,0.615,0.539
"Mplus VERSION 5.21","0.1","02/25/2015","12:53 AM","b1_female_aehplus_grip_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_grip_mirrecall.out","octo","b1","female","aehplus","grip","mirrecall",272,5,NA,37,-3492.819,7059.638,7193.052,7075.736,7071.65509401709,TRUE,TRUE,NA,0,0.428,0.223,1.917,0.055,0.027,0.008,3.339,0.001,-0.025,0.059,-0.433,0.665,0.051,0.045,1.117,0.264,0.067,0.071,0.933,0.351,3.162,0.455,6.954,0,0.02,0.01,2.112,0.035,-0.044,0.042,-1.061,0.289,1.259,0.125,10.074,0,2.41,0.48,5.025,0,0.091,0.021,4.316,0,0.001,0.067,0.016,0.988,1.848,0.167,11.096,0,9.155,0.225,40.677,0,-0.335,0.034,-9.783,0,7.812,0.205,38.063,0,-0.053,0.051,-1.041,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.154,0.045,-3.466,0.001,-0.005,0.008,-0.59,0.555,-0.16,0.051,-3.17,0.002,-0.02,0.014,-1.43,0.153,0.206,0.074,2.794,0.005,-0.008,0.011,-0.791,0.429,0.04,0.067,0.594,0.553,-0.004,0.02,-0.188,0.851,0.093,0.023,4.062,0,-0.002,0.003,-0.586,0.558,-0.014,0.02,-0.693,0.489,0.004,0.006,0.761,0.447
"Mplus VERSION 7.31","0.1","11/06/2015","11:40 AM","b1_female_aehplus_grip_prose.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_grip_prose.out","octo","b1","female","aehplus","grip","prose",272,5,NA,41,-3671.89,7425.78,7573.617,7443.618,7440.75391304348,TRUE,TRUE,NA,0,0.681,0.384,1.772,0.076,0.013,0.013,1.019,0.308,-0.007,0.074,-0.094,0.925,0.058,0.07,0.823,0.41,0.138,0.162,0.853,0.394,3.181,0.435,7.31,0,0.017,0.009,1.898,0.058,-0.035,0.042,-0.84,0.401,1.273,0.125,10.201,0,7.789,1.042,7.474,0,0.076,0.03,2.523,0.012,-0.376,0.147,-2.563,0.01,4.346,0.382,11.368,0,9.193,0.246,37.338,0,-0.337,0.039,-8.6,0,11.136,0.398,27.957,0,-0.039,0.071,-0.557,0.577,"0.137","0.075","1.816","0.069","0.368","0.346","1.065","0.287","0.059","0.067","0.875","0.382",-0.155,0.042,-3.661,0,-0.004,0.007,-0.514,0.607,-0.246,0.079,-3.102,0.002,0.022,0.017,1.252,0.211,0.173,0.068,2.547,0.011,-0.009,0.01,-0.895,0.371,0.458,0.102,4.49,0,-0.041,0.02,-2.057,0.04,0.092,0.023,4.057,0,-0.002,0.003,-0.672,0.501,0.012,0.038,0.307,0.759,0.006,0.008,0.763,0.446
"Mplus VERSION 5.21","0.1","02/25/2015","12:43 AM","b1_female_aehplus_grip_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_grip_proserecall.out","octo","b1","female","aehplus","grip","proserecall",272,5,NA,37,-3671.763,7417.527,7550.941,7433.624,7429.54409401709,TRUE,TRUE,NA,0,0.635,0.398,1.597,0.11,0.013,0.014,0.952,0.341,0.002,0.075,0.032,0.974,0.058,0.073,0.794,0.427,0.133,0.16,0.832,0.406,3.14,0.454,6.922,0,0.017,0.009,1.859,0.063,-0.034,0.042,-0.805,0.421,1.273,0.127,9.994,0,7.816,0.971,8.049,0,0.08,0.032,2.509,0.012,-0.392,0.138,-2.842,0.004,4.341,0.379,11.462,0,9.163,0.225,40.71,0,-0.338,0.035,-9.774,0,11.342,0.365,31.101,0,-0.097,0.056,-1.72,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,0.044,-3.551,0,-0.004,0.008,-0.441,0.659,-0.253,0.089,-2.848,0.004,0.024,0.016,1.436,0.151,0.211,0.074,2.859,0.004,-0.01,0.011,-0.981,0.326,0.477,0.111,4.288,0,-0.045,0.021,-2.171,0.03,0.093,0.023,4.106,0,-0.002,0.003,-0.688,0.491,0.012,0.04,0.31,0.757,0.006,0.007,0.745,0.456
"Mplus VERSION 7.31","0.1","11/06/2015","10:42 AM","b1_female_aehplus_pef_block.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pef_block.out","octo","b1","female","aehplus","pef","block",271,5,NA,41,-6355.846,12793.691,12941.378,12811.379,12808.73030131,TRUE,TRUE,NA,0,83.653,32.97,2.537,0.011,0.035,0.677,0.052,0.959,-4.396,4.483,-0.981,0.327,7.253,5.157,1.406,0.16,22.752,9.667,2.353,0.019,4208.444,502.139,8.381,0,26.209,14.794,1.772,0.076,-144.552,83.225,-1.737,0.082,2131.439,186.35,11.438,0,30.25,3.132,9.66,0,0.15,0.076,1.959,0.05,-0.83,0.395,-2.098,0.036,10.944,0.828,13.217,0,328.186,8.749,37.511,0,-7.214,1.405,-5.135,0,14.808,0.752,19.69,0,-0.192,0.105,-1.828,0.068,"0.234","0.086","2.728","0.006","0.018","0.340","0.052","0.958","0.149","0.061","2.429","0.015",-6.385,1.883,-3.39,0.001,0.809,0.357,2.266,0.023,-0.59,0.138,-4.27,0,0.008,0.023,0.341,0.733,5.511,2.649,2.08,0.038,-0.163,0.452,-0.361,0.718,0.775,0.194,3.986,0,-0.044,0.034,-1.322,0.186,2.708,0.986,2.747,0.006,-0.218,0.191,-1.141,0.254,-0.017,0.065,-0.26,0.795,0.013,0.008,1.638,0.101
"Mplus VERSION 7.31","0.1","11/06/2015","12:57 PM","b1_female_aehplus_pef_digitbackward.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pef_digitbackward.out","octo","b1","female","aehplus","pef","digitbackward",275,5,NA,41,-5434.453,10950.905,11099.193,10969.19,10965.6861158798,TRUE,TRUE,NA,0,8.745,5.744,1.522,0.128,0.037,0.121,0.305,0.76,0.609,1.105,0.551,0.581,-0.667,0.89,-0.749,0.454,0.823,2.443,0.337,0.736,4241.112,510.558,8.307,0,29.101,16.044,1.814,0.07,-159.22,86.133,-1.849,0.065,2111.335,184.87,11.421,0,0.515,0.123,4.194,0,0.002,0.001,1.581,0.114,-0.015,0.014,-1.024,0.306,1.175,0.09,13.008,0,327.585,8.824,37.124,0,-7.039,1.417,-4.968,0,3.859,0.131,29.35,0,-0.085,0.026,-3.253,0.001,"0.187","0.124","1.506","0.132","0.161","0.503","0.320","0.749","0.017","0.049","0.337","0.736",-6.298,1.899,-3.316,0.001,0.948,0.357,2.658,0.008,-0.097,0.025,-3.936,0,0.008,0.006,1.481,0.139,5.769,2.648,2.179,0.029,-0.259,0.458,-0.565,0.572,0.118,0.038,3.102,0.002,0,0.007,-0.024,0.981,2.608,0.988,2.639,0.008,-0.214,0.195,-1.099,0.272,-0.004,0.013,-0.322,0.748,0.001,0.003,0.56,0.575
"Mplus VERSION 7.31","0.1","11/06/2015","12:16 PM","b1_female_aehplus_pef_digitforward.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pef_digitforward.out","octo","b1","female","aehplus","pef","digitforward",275,5,NA,41,-5191.627,10465.253,10613.541,10483.538,10480.0341158798,TRUE,TRUE,NA,0,-0.259,4.912,-0.053,0.958,-0.124,0.123,-1.008,0.314,0.788,0.894,0.882,0.378,0.217,0.76,0.285,0.776,0.447,1.904,0.235,0.814,4245.526,511.123,8.306,0,29.666,15.844,1.872,0.061,-166.114,86.494,-1.921,0.055,2113.165,184.418,11.459,0,0.548,0.074,7.433,0,0.006,0.003,2.048,0.041,-0.038,0.014,-2.83,0.005,0.611,0.044,13.932,0,327.37,8.778,37.296,0,-7.006,1.424,-4.921,0,5.675,0.124,45.76,0,-0.075,0.021,-3.548,0,"-0.005","0.102","-0.053","0.958","-0.302","0.273","-1.109","0.267","0.012","0.053","0.234","0.815",-6.149,1.887,-3.258,0.001,0.977,0.352,2.773,0.006,-0.079,0.021,-3.768,0,0.003,0.004,0.645,0.519,5.564,2.662,2.09,0.037,-0.265,0.459,-0.576,0.564,0.137,0.027,5.156,0,-0.013,0.005,-2.487,0.013,2.632,0.992,2.654,0.008,-0.208,0.195,-1.067,0.286,0.007,0.01,0.743,0.457,-0.002,0.002,-0.874,0.382
"Mplus VERSION 7.31","0.1","11/06/2015","10:05 AM","b1_female_aehplus_pef_digitsymbol.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pef_digitsymbol.out","octo","b1","female","aehplus","pef","digitsymbol",263,5,NA,41,-6367.637,12817.275,12963.733,12833.743,12832.8587104072,TRUE,TRUE,NA,0,202.296,47.721,4.239,0,2.242,1.043,2.15,0.032,-6.702,7.189,-0.932,0.351,-11.252,8.26,-1.362,0.173,8.286,13.499,0.614,0.539,4257.365,501.408,8.491,0,28.33,14.126,2.006,0.045,-159.722,81.409,-1.962,0.05,2110.745,182.557,11.562,0,67.849,7.76,8.743,0,0.408,0.126,3.244,0.001,-2.208,0.893,-2.471,0.013,27.738,2.322,11.947,0,327.749,8.805,37.224,0,-7.128,1.399,-5.096,0,28.462,1.187,23.975,0,-0.095,0.193,-0.494,0.622,"0.376","0.077","4.904","0.000","0.659","0.176","3.757","0.000","0.034","0.055","0.617","0.537",-6.371,1.884,-3.381,0.001,0.97,0.346,2.803,0.005,-0.804,0.265,-3.035,0.002,0.001,0.044,0.022,0.983,5.636,2.695,2.091,0.036,-0.187,0.474,-0.394,0.694,1.662,0.372,4.471,0,-0.051,0.065,-0.785,0.433,2.68,0.983,2.726,0.006,-0.212,0.195,-1.092,0.275,0.081,0.114,0.713,0.476,0.014,0.018,0.794,0.427
"Mplus VERSION 7.31","0.1","11/06/2015","11:28 AM","b1_female_aehplus_pef_prose.out"," octomult_151015.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pef_prose.out","octo","b1","female","aehplus","pef","prose",267,5,NA,41,-5845.312,11772.624,11919.701,11789.707,11787.9306666667,TRUE,TRUE,NA,0,28.786,16.851,1.708,0.088,-0.078,0.539,-0.145,0.885,1.881,3.008,0.625,0.532,-0.811,3.218,-0.252,0.801,7.211,5.671,1.272,0.204,4267.991,513.744,8.308,0,29.015,16.157,1.796,0.073,-160.954,87.455,-1.84,0.066,2107.336,186.006,11.329,0,7.804,1.044,7.472,0,0.081,0.031,2.582,0.01,-0.396,0.152,-2.613,0.009,4.324,0.38,11.378,0,327.356,8.75,37.411,0,-7.034,1.407,-4.998,0,11.153,0.397,28.1,0,-0.044,0.07,-0.632,0.527,"0.158","0.091","1.741","0.082","-0.051","0.353","-0.145","0.885","0.076","0.060","1.264","0.206",-6.213,1.896,-3.276,0.001,0.926,0.366,2.528,0.011,-0.247,0.079,-3.11,0.002,0.025,0.017,1.46,0.144,5.762,2.667,2.161,0.031,-0.24,0.457,-0.525,0.6,0.461,0.102,4.494,0,-0.045,0.02,-2.189,0.029,2.63,0.989,2.659,0.008,-0.209,0.197,-1.061,0.289,0.012,0.038,0.302,0.762,0.007,0.008,0.896,0.37
"Mplus VERSION 5.21","0.1","02/24/2015","10:59 PM","b1_female_aehplus_pulmonary_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_block.out","octo","b1","female","aehplus","pulmonary","block",271,5,NA,37,-6355.998,12785.995,12919.274,12801.958,12798.0636695279,TRUE,TRUE,NA,0,75.447,33.229,2.271,0.023,0.18,0.66,0.272,0.785,-3.734,4.483,-0.833,0.405,7.464,5.521,1.352,0.176,22.496,9.592,2.345,0.019,4099.094,504.976,8.117,0,28.296,14.623,1.935,0.053,-135.212,88.353,-1.53,0.126,2123.741,186.556,11.384,0,29.817,3.179,9.379,0,0.16,0.072,2.221,0.026,-0.818,0.374,-2.188,0.029,10.924,0.841,12.985,0,330.76,7.583,43.617,0,-8.516,1.27,-6.704,0,14.892,0.71,20.982,0,-0.283,0.096,-2.944,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.422,2.017,-3.184,0.001,0.742,0.361,2.055,0.04,-0.597,0.149,-3.995,0,0.007,0.023,0.308,0.758,7.045,2.611,2.698,0.007,-0.071,0.434,-0.163,0.871,0.895,0.216,4.138,0,-0.051,0.035,-1.448,0.147,2.802,1.043,2.685,0.007,-0.217,0.201,-1.081,0.28,-0.011,0.067,-0.169,0.866,0.013,0.008,1.656,0.098
"Mplus VERSION 5.21","0.1","02/24/2015","10:52 PM","b1_female_aehplus_pulmonary_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_digitbackward.out","octo","b1","female","aehplus","pulmonary","digitbackward",275,5,NA,37,-5435.628,10945.256,11079.077,10961.757,10957.120978903,TRUE,TRUE,NA,0,8.867,6.032,1.47,0.142,0.06,0.153,0.393,0.694,0.467,1.182,0.395,0.693,-0.456,0.95,-0.48,0.631,0.589,2.613,0.226,0.822,4128.968,509.629,8.102,0,30.982,15.447,2.006,0.045,-146.241,90.363,-1.618,0.106,2102.594,183.37,11.466,0,0.524,0.151,3.461,0.001,0.002,0.002,1.167,0.243,-0.017,0.017,-1.023,0.306,1.175,0.099,11.889,0,330.031,7.654,43.116,0,-8.302,1.274,-6.516,0,3.855,0.131,29.434,0,-0.09,0.026,-3.464,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.363,2.038,-3.122,0.002,0.874,0.358,2.445,0.015,-0.096,0.027,-3.519,0,0.008,0.006,1.241,0.215,7.338,2.6,2.822,0.005,-0.164,0.44,-0.372,0.71,0.116,0.042,2.783,0.005,0.002,0.007,0.341,0.733,2.713,1.041,2.607,0.009,-0.212,0.207,-1.024,0.306,-0.004,0.013,-0.274,0.784,0.002,0.003,0.56,0.575
"Mplus VERSION 5.21","0.1","02/24/2015","10:50 PM","b1_female_aehplus_pulmonary_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_digitforward.out","octo","b1","female","aehplus","pulmonary","digitforward",275,5,NA,37,-5192.851,10459.701,10593.522,10476.202,10471.565978903,TRUE,TRUE,NA,0,0.076,5.028,0.015,0.988,-0.122,0.126,-0.965,0.334,0.65,0.95,0.684,0.494,0.217,0.771,0.282,0.778,0.377,1.912,0.197,0.844,4134.119,510.813,8.093,0,31.311,15.446,2.027,0.043,-153.187,91.098,-1.682,0.093,2105.216,183.406,11.478,0,0.55,0.073,7.522,0,0.006,0.003,1.903,0.057,-0.038,0.014,-2.679,0.007,0.611,0.046,13.273,0,330.155,7.563,43.653,0,-8.33,1.267,-6.574,0,5.677,0.112,50.483,0,-0.068,0.019,-3.491,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.225,2.029,-3.067,0.002,0.912,0.352,2.594,0.009,-0.078,0.022,-3.535,0,0.002,0.004,0.453,0.65,7.104,2.614,2.717,0.007,-0.193,0.437,-0.44,0.66,0.132,0.028,4.703,0,-0.011,0.005,-2.03,0.042,2.738,1.049,2.609,0.009,-0.21,0.208,-1.014,0.31,0.007,0.011,0.699,0.485,-0.002,0.002,-0.827,0.408
"Mplus VERSION 5.21","0.1","02/24/2015","11:06 PM","b1_female_aehplus_pulmonary_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_digitsymbol.out","octo","b1","female","aehplus","pulmonary","digitsymbol",263,5,NA,37,-6374.235,12822.469,12954.639,12837.332,12834.9667777778,TRUE,TRUE,NA,0,195.121,47.472,4.11,0,2.695,1.062,2.537,0.011,-5.223,7.519,-0.695,0.487,-11.999,8.009,-1.498,0.134,9.272,14.376,0.645,0.519,4149.87,500.486,8.292,0,29.73,13.484,2.205,0.027,-148.947,85.561,-1.741,0.082,2106.037,182.534,11.538,0,68.225,7.99,8.539,0,0.557,0.152,3.672,0,-2.56,0.867,-2.954,0.003,27.875,2.325,11.989,0,330.001,7.529,43.832,0,-8.443,1.236,-6.833,0,29.001,1.182,24.539,0,-0.439,0.165,-2.666,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.457,2.001,-3.227,0.001,0.918,0.344,2.673,0.008,-0.813,0.279,-2.908,0.004,-0.005,0.043,-0.122,0.903,7.181,2.657,2.703,0.007,-0.109,0.457,-0.239,0.811,1.693,0.424,3.993,0,-0.035,0.071,-0.491,0.624,2.758,1.038,2.658,0.008,-0.209,0.206,-1.013,0.311,0.085,0.12,0.706,0.48,0.015,0.021,0.697,0.486
"Mplus VERSION 5.21","0.1","02/24/2015","11:04 PM","b1_female_aehplus_pulmonary_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_figurelogic.out","octo","b1","female","aehplus","pulmonary","figurelogic",267,5,NA,37,-5866.578,11807.156,11939.884,11822.572,11819.4354759825,TRUE,TRUE,NA,0,28.478,21.977,1.296,0.195,0.194,0.684,0.284,0.777,0.313,4.511,0.069,0.945,-0.65,3.49,-0.186,0.852,3.248,8.115,0.4,0.689,4140.072,510.139,8.116,0,30.843,15.433,1.998,0.046,-149.944,91.227,-1.644,0.1,2103.07,182.843,11.502,0,7.046,1.19,5.922,0,0.073,0.045,1.636,0.102,-0.273,0.174,-1.572,0.116,8.027,0.606,13.252,0,330.526,7.586,43.57,0,-8.38,1.272,-6.586,0,17.075,0.402,42.506,0,-0.115,0.076,-1.508,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.311,2.023,-3.12,0.002,0.882,0.355,2.484,0.013,-0.297,0.091,-3.271,0.001,0.002,0.02,0.089,0.929,7.125,2.611,2.729,0.006,-0.163,0.436,-0.374,0.708,0.358,0.138,2.592,0.01,-0.049,0.032,-1.501,0.133,2.764,1.041,2.656,0.008,-0.215,0.204,-1.056,0.291,-0.018,0.045,-0.395,0.693,0.007,0.009,0.847,0.397
"Mplus VERSION 5.21","0.1","02/24/2015","10:46 PM","b1_female_aehplus_pulmonary_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_mirrecall.out","octo","b1","female","aehplus","pulmonary","mirrecall",270,5,NA,37,-5672.096,11418.191,11551.333,11434.018,11430.3116896552,TRUE,TRUE,NA,0,11.9,10.645,1.118,0.264,0.395,0.431,0.917,0.359,3.05,2.672,1.142,0.254,-0.474,2.298,-0.206,0.837,3.392,3.883,0.874,0.382,4137.966,508.506,8.137,0,28.333,15.018,1.887,0.059,-135.446,91.659,-1.478,0.139,2113.253,184.455,11.457,0,2.451,0.481,5.099,0,0.091,0.021,4.352,0,-0.018,0.067,-0.271,0.786,1.846,0.165,11.17,0,330.15,7.628,43.283,0,-8.362,1.259,-6.644,0,7.809,0.205,38.036,0,-0.045,0.05,-0.914,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.298,2.038,-3.09,0.002,0.785,0.378,2.079,0.038,-0.162,0.051,-3.18,0.001,-0.019,0.014,-1.39,0.165,7.176,2.593,2.767,0.006,-0.07,0.437,-0.161,0.872,0.041,0.068,0.603,0.547,-0.005,0.021,-0.251,0.802,2.711,1.048,2.588,0.01,-0.218,0.206,-1.06,0.289,-0.015,0.02,-0.726,0.468,0.005,0.006,0.921,0.357
"Mplus VERSION 5.21","0.1","02/24/2015","10:53 PM","b1_female_aehplus_pulmonary_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical-cognitive/combined/b1_female_aehplus_pulmonary_proserecall.out","octo","b1","female","aehplus","pulmonary","proserecall",267,5,NA,37,-5845.743,11765.485,11898.213,11780.901,11777.7644759825,TRUE,TRUE,NA,0,25.599,17.482,1.464,0.143,-0.014,0.577,-0.024,0.981,2.273,3.143,0.723,0.469,-0.495,3.25,-0.152,0.879,7.294,6.178,1.181,0.238,4154.781,513.823,8.086,0,30.587,15.409,1.985,0.047,-146.85,91.429,-1.606,0.108,2099.657,184.671,11.37,0,7.833,0.976,8.025,0,0.086,0.034,2.539,0.011,-0.415,0.145,-2.872,0.004,4.32,0.378,11.424,0,329.975,7.607,43.376,0,-8.321,1.28,-6.501,0,11.355,0.362,31.392,0,-0.098,0.057,-1.71,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.29,2.026,-3.104,0.002,0.851,0.366,2.323,0.02,-0.254,0.088,-2.873,0.004,0.027,0.016,1.682,0.093,7.283,2.613,2.787,0.005,-0.152,0.434,-0.35,0.726,0.481,0.112,4.309,0,-0.049,0.022,-2.253,0.024,2.727,1.047,2.604,0.009,-0.212,0.209,-1.011,0.312,0.012,0.04,0.301,0.763,0.007,0.008,0.906,0.365
